YY    mm  dd      SunHour   TemAver    TemMax     TemMin  WindSpeed    MaxWind   Humidity   Rainfall   Pressure   MaxPress   MinPress   SoilTemp      EVP
Äê    ÔÂ  ÈÕ          h         oC         oC         oC        m/s        m/s          %        mm        hPa        hPa        hPa        oC        mm
1958  10   1        7.9       21.1       29.5       15.2        1.0    32766.0       75.0        0.1    32766.0    32766.0    32766.0      28.2   32766.0
1958  10   2        9.0       21.1       30.5       14.4        1.0    32766.0       74.0        0.1    32766.0    32766.0    32766.0      29.4   32766.0
1958  10   3        7.4       20.8       29.3       15.1        1.3    32766.0       80.0        0.0    32766.0    32766.0    32766.0      28.7   32766.0
1958  10   4        6.7       21.4       28.4       17.2        0.5    32766.0       80.0        0.0    32766.0    32766.0    32766.0      30.3   32766.0
1958  10   5        8.0       21.5       29.1       16.7        1.0    32766.0       78.0        0.0    32766.0    32766.0    32766.0      30.1   32766.0
1958  10   6        3.4       21.2       26.9       18.8        0.8    32766.0       86.0       17.9    32766.0    32766.0    32766.0      23.3   32766.0
1958  10   7        6.3       22.0       28.3       18.4        0.5    32766.0       78.0        0.0    32766.0    32766.0    32766.0      26.7   32766.0
1958  10   8        3.6       22.1       26.9       18.9        1.0    32766.0       78.0        0.0    32766.0    32766.0    32766.0      27.1   32766.0
1958  10   9        2.1       19.5       25.9       17.0        0.8    32766.0       93.0        4.8    32766.0    32766.0    32766.0      21.6   32766.0
1958  10  10        4.9       19.9       27.0       15.9        0.3    32766.0       82.0        0.1    32766.0    32766.0    32766.0      24.9   32766.0
1958  10  11        7.5       20.3       28.5       15.0        0.8    32766.0       80.0        0.0    32766.0    32766.0    32766.0      25.6   32766.0
1958  10  12        4.2       21.2       27.6       16.9        0.0    32766.0       84.0        0.3    32766.0    32766.0    32766.0      27.5   32766.0
1958  10  13        4.6       21.2       27.4       17.7        0.5    32766.0       85.0        4.0    32766.0    32766.0    32766.0      24.0   32766.0
1958  10  14        8.4       22.3       30.4       17.1        0.0    32766.0       80.0        0.0    32766.0    32766.0    32766.0      28.6   32766.0
1958  10  15        8.9       21.2       29.1       15.5        0.0    32766.0       81.0        0.4    32766.0    32766.0    32766.0      28.2   32766.0
1958  10  16        2.8       18.7       25.5       16.9        0.0    32766.0       97.0        4.9    32766.0    32766.0    32766.0      20.7   32766.0
1958  10  17        5.2       21.1       28.6       17.5        0.5    32766.0       83.0        0.1    32766.0    32766.0    32766.0      25.3   32766.0
1958  10  18        2.0       20.0       25.1       18.1        0.3    32766.0       91.0       38.3    32766.0    32766.0    32766.0      22.5   32766.0
1958  10  19        2.3       19.8       25.5       18.2        0.5    32766.0       93.0        2.6    32766.0    32766.0    32766.0      23.3   32766.0
1958  10  20        5.1       21.2       27.3       17.7        0.5    32766.0       83.0        0.0    32766.0    32766.0    32766.0      25.5   32766.0
1958  10  21        6.8       21.0       28.5       16.6        0.3    32766.0       83.0        0.2    32766.0    32766.0    32766.0      26.4   32766.0
1958  10  22        7.2       20.9       28.5       15.4        0.5    32766.0       82.0        1.5    32766.0    32766.0    32766.0      25.7   32766.0
1958  10  23        3.5       19.8       24.5       17.7        0.8    32766.0       93.0        2.6    32766.0    32766.0    32766.0      21.1   32766.0
1958  10  24        3.7       21.8       26.7       18.7        0.0    32766.0       86.0        1.9    32766.0    32766.0    32766.0      25.2   32766.0
1958  10  25        2.3       20.1       25.3       17.9        0.8    32766.0       93.0       13.8    32766.0    32766.0    32766.0      22.5   32766.0
1958  10  26        0.0       16.2       19.3       15.0        3.8    32766.0       87.0       20.8    32766.0    32766.0    32766.0      17.0   32766.0
1958  10  27        1.0       16.8       20.5       14.2        0.0    32766.0       84.0        0.0    32766.0    32766.0    32766.0      20.5   32766.0
1958  10  28        0.7       18.0       21.3       15.7        0.0    32766.0       85.0        0.9    32766.0    32766.0    32766.0      20.4   32766.0
1958  10  29        7.0       18.7       25.1       15.7        1.3    32766.0       82.0        0.0    32766.0    32766.0    32766.0      23.9   32766.0
1958  10  30        7.1       16.7       24.4       11.9        0.0    32766.0       79.0        0.3    32766.0    32766.0    32766.0      21.9   32766.0
1958  10  31        7.6       15.1       24.5        8.6        0.5    32766.0       72.0        0.2    32766.0    32766.0    32766.0      20.6   32766.0
1958  11   1        7.8       13.7       24.8        6.5        0.5    32766.0       76.0        0.1    32766.0    32766.0    32766.0      19.6   32766.0
1958  11   2        8.4       13.3       23.7        5.1        0.3    32766.0       77.0        0.2    32766.0    32766.0    32766.0      19.4   32766.0
1958  11   3        8.1       13.9       23.8        6.6        0.0    32766.0       78.0        0.2    32766.0    32766.0    32766.0      20.0   32766.0
1958  11   4        7.5       14.3       24.0        6.9        0.0    32766.0       73.0        0.1    32766.0    32766.0    32766.0      20.1   32766.0
1958  11   5        9.3       13.6       23.7        5.7        0.0    32766.0       77.0        0.0    32766.0    32766.0    32766.0      19.7   32766.0
1958  11   6        5.4       14.1       22.6        6.2        0.3    32766.0       80.0        0.1    32766.0    32766.0    32766.0      19.8   32766.0
1958  11   7        0.5       15.8       20.0       13.0        0.5    32766.0       83.0        0.4    32766.0    32766.0    32766.0      19.2   32766.0
1958  11   8        0.4       15.8       19.7       14.0        0.8    32766.0       88.0        0.0    32766.0    32766.0    32766.0      19.5   32766.0
1958  11   9        7.9       16.8       24.4       11.8        0.5    32766.0       77.0        0.3    32766.0    32766.0    32766.0      22.2   32766.0
1958  11  10        7.6       15.4       25.6        8.5        0.5    32766.0       77.0        0.2    32766.0    32766.0    32766.0      21.7   32766.0
1958  11  11        7.5       14.9       25.0        6.9        0.3    32766.0       79.0        0.2    32766.0    32766.0    32766.0      21.2   32766.0
1958  11  12        7.9       15.0       24.3        7.9        0.0    32766.0       77.0        0.3    32766.0    32766.0    32766.0      20.6   32766.0
1958  11  13        9.9       14.4       25.0        5.5        0.0    32766.0       73.0        0.1    32766.0    32766.0    32766.0      20.0   32766.0
1958  11  14        8.7       14.9       25.7        6.1        0.0    32766.0       75.0        0.1    32766.0    32766.0    32766.0      20.8   32766.0
1958  11  15        9.1       15.1       26.3        6.8        0.0    32766.0       77.0        0.1    32766.0    32766.0    32766.0      21.3   32766.0
1958  11  16        8.0       16.4       26.5        8.2        0.0    32766.0       74.0        0.2    32766.0    32766.0    32766.0      22.1   32766.0
1958  11  17       10.0       16.6       26.9        7.2        0.3    32766.0       75.0        0.0    32766.0    32766.0    32766.0      22.2   32766.0
