YY    mm  dd      SunHour   TemAver    TemMax     TemMin  WindSpeed    MaxWind   Humidity   Rainfall   Pressure   MaxPress   MinPress   SoilTemp      EVP
Äê    ÔÂ  ÈÕ          h         oC         oC         oC        m/s        m/s          %        mm        hPa        hPa        hPa        oC        mm
1959   1   1    32766.0        6.0        9.3        4.1        2.3    32766.0    32766.0        0.5    32766.0    32766.0    32766.0   32766.0       1.5
1959   1   2    32766.0        4.1        9.1       -0.4        0.8    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.5
1959   1   3    32766.0        6.4       12.6        1.6        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.7
1959   1   4    32766.0        6.8        8.0        5.6        0.3    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       0.8
1959   1   5    32766.0        5.5        7.1        4.8        0.8    32766.0    32766.0        0.1    32766.0    32766.0    32766.0   32766.0       0.4
1959   1   6    32766.0        3.9        5.3        3.0        2.0    32766.0    32766.0        3.3    32766.0    32766.0    32766.0   32766.0       0.1
1959   1   7    32766.0        2.8        4.5        2.1        0.8    32766.0    32766.0        0.9    32766.0    32766.0    32766.0   32766.0       0.1
1959   1   8    32766.0        2.3        4.6        0.8        0.3    32766.0    32766.0        0.2    32766.0    32766.0    32766.0   32766.0       0.5
1959   1   9    32766.0        2.0        3.2        1.5        0.3    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       0.9
1959   1  10    32766.0        0.9        2.7       -0.2        0.8    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.0
1959   1  11    32766.0        1.1        6.1       -2.9        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.0
1959   1  12    32766.0        2.9        8.8       -0.1        0.3    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.3
1959   1  13    32766.0        3.1        8.9       -1.4        0.8    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.3
1959   1  14    32766.0        5.5       11.1        1.6        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.2
1959   1  15    32766.0        5.2        9.1        1.6        1.8    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.1
1959   1  16    32766.0        4.5        7.0        2.7        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.0
1959   1  17    32766.0        4.0        5.6        2.7        0.8    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.1
1959   1  18    32766.0        3.8        9.6        0.1        0.8    32766.0    32766.0        6.6    32766.0    32766.0    32766.0   32766.0       2.4
1959   1  19    32766.0        2.8        8.5       -0.9        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.1
1959   1  20    32766.0        5.6       10.4        2.4        0.3    32766.0    32766.0        2.1    32766.0    32766.0    32766.0   32766.0       1.6
1959   1  21    32766.0        6.2       11.4        2.0        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.7
1959   1  22    32766.0        6.5       10.7        1.9        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.4
1959   1  23    32766.0        7.0        8.6        5.6        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       0.7
1959   1  24    32766.0        5.7        7.6        5.3        1.3    32766.0    32766.0        2.8    32766.0    32766.0    32766.0   32766.0       0.0
1959   1  25    32766.0        6.7       12.0        2.6        1.5    32766.0    32766.0        1.0    32766.0    32766.0    32766.0   32766.0       1.9
1959   1  26    32766.0        6.5        8.7        5.1        1.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.0
1959   1  27    32766.0        6.6        8.9        5.1        0.5    32766.0    32766.0        1.1    32766.0    32766.0    32766.0   32766.0       1.0
1959   1  28    32766.0        7.8       10.1        6.1        1.3    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       0.9
1959   1  29    32766.0        8.6       11.1        6.4        1.3    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.4
1959   1  30    32766.0        6.7        9.1        5.2        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.2
1959   1  31    32766.0        5.4        6.9        4.9        1.3    32766.0    32766.0        0.4    32766.0    32766.0    32766.0   32766.0       0.5
1959   2   1        0.0        6.1        9.1        4.0        2.0    32766.0    32766.0        0.2    32766.0    32766.0    32766.0   32766.0       1.1
1959   2   2        6.1        7.3       12.6        2.1        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       2.5
1959   2   3        0.0        7.0       10.6        3.1        1.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.4
1959   2   4        0.0        8.5        9.9        7.1        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.1
1959   2   5        0.0        7.3        8.7        6.6        0.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       0.7
1959   2   6        0.0        9.5       12.8        7.0        1.5    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.5
1959   2   7        0.0       10.0       12.8        7.6        1.0    32766.0    32766.0        0.0    32766.0    32766.0    32766.0   32766.0       1.5
1959   2   8        0.0        8.3       10.7        7.3        1.3    32766.0    32766.0        2.5    32766.0    32766.0    32766.0   32766.0       0.5
1959   2   9        0.0        6.7        9.1        5.2        1.0    32766.0    32766.0        5.2    32766.0    32766.0    32766.0   32766.0       0.7
1959   2  10        0.0        6.2        8.8        4.0        0.3    32766.0    32766.0        1.5    32766.0    32766.0    32766.0   32766.0       1.1
1959   2  11        0.0        5.9        7.3        5.3        1.5    32766.0    32766.0        4.3    32766.0    32766.0    32766.0   32766.0       0.5
