YY    mm  dd      SunHour   TemAver    TemMax     TemMin  WindSpeed    MaxWind   Humidity   Rainfall   Pressure   MaxPress   MinPress   SoilTemp      EVP
Äê    ÔÂ  ÈÕ          h         oC         oC         oC        m/s        m/s          %        mm        hPa        hPa        hPa        oC        mm
1960   3  24    32766.0       12.7       17.5        9.5        5.2    32766.0       75.0        0.7      962.1    32766.0    32766.0      13.1       1.6
1960   3  25    32766.0       12.2       16.4        9.3        0.9    32766.0       70.0        0.0      972.6    32766.0    32766.0      16.9       3.7
1960   3  26    32766.0       13.0       19.9        7.1        0.6    32766.0       77.0        0.0      972.9    32766.0    32766.0      18.4       3.7
1960   3  27    32766.0       15.4       21.6        7.2        0.9    32766.0       72.0        0.0      962.8    32766.0    32766.0      20.8       4.6
1960   3  28    32766.0       18.5       27.4        8.6        1.4    32766.0       67.0        0.0      954.0    32766.0    32766.0      20.9       4.7
1960   3  29    32766.0       19.0       22.5       16.3        0.6    32766.0       80.0        0.0      961.6    32766.0    32766.0      17.5       1.3
1960   3  30    32766.0       12.0       19.5        9.5        3.2    32766.0       91.0        5.4      968.7    32766.0    32766.0      12.3       5.4
1960   3  31    32766.0        8.8       10.8        6.7        1.4    32766.0       86.0        7.6      979.1    32766.0    32766.0      10.4       0.0
1960   4   1    32766.0        9.3       10.4        8.3        0.9    32766.0       94.0        3.5      977.0    32766.0    32766.0      10.3       0.0
1960   4   2    32766.0        9.5       11.3        8.3        0.9    32766.0       88.0        1.1      974.4    32766.0    32766.0      11.3       1.0
1960   4   3    32766.0       10.4       13.5        7.2        0.9    32766.0       83.0        1.2      976.1    32766.0    32766.0      13.4       1.5
1960   4   4    32766.0       12.0       18.1        5.7        1.4    32766.0       81.0        0.0      976.8    32766.0    32766.0      15.9       2.9
1960   4   5    32766.0       14.1       16.8       11.6        1.2    32766.0       80.0        0.0      976.0    32766.0    32766.0      15.2       1.8
1960   4   6    32766.0       14.0       17.9        9.2        1.4    32766.0       82.0        0.0      972.7    32766.0    32766.0      16.5       1.8
1960   4   7    32766.0       14.0       16.4       12.6        1.2    32766.0       93.0        0.1      970.7    32766.0    32766.0      14.2       0.7
1960   4   8    32766.0       14.5       18.3       12.6        1.7    32766.0       89.0        0.6      965.1    32766.0    32766.0      14.3       1.5
1960   4   9    32766.0       16.5       21.8       11.6        1.7    32766.0       85.0        0.0      961.9    32766.0    32766.0      21.2       3.0
1960   4  10    32766.0       15.8       18.7       13.5        2.6    32766.0       93.0       11.0      960.2    32766.0    32766.0      15.5       0.0
1960   4  11    32766.0       17.1       22.9       12.6        2.0    32766.0       83.0       14.0      961.4    32766.0    32766.0      19.6       5.3
1960   4  12    32766.0       16.6       19.4       14.6        3.8    32766.0       78.0        0.0      960.9    32766.0    32766.0      17.6       2.8
1960   4  13    32766.0       13.1       15.9       11.9        2.3    32766.0       89.0        1.8      964.8    32766.0    32766.0      14.0       1.1
1960   4  14    32766.0       10.5       12.9        9.8        3.9    32766.0       96.0        8.7      971.2    32766.0    32766.0      11.4       0.0
1960   4  15    32766.0       11.5       15.9        8.8        0.4    32766.0       88.0       10.1      976.8    32766.0    32766.0      14.0       2.1
1960   4  16    32766.0       12.8       16.1       10.9        1.4    32766.0       88.0        0.0      975.5    32766.0    32766.0      13.4       1.3
1960   4  17    32766.0       14.3       19.3       11.0        0.9    32766.0       77.0        0.0      973.9    32766.0    32766.0      16.9       3.1
1960   4  18    32766.0       13.4       15.9       10.5        0.6    32766.0       83.0        0.0      967.2    32766.0    32766.0      14.0       1.0
1960   4  19    32766.0       14.3       17.7       11.7        1.4    32766.0       83.0        1.4      972.6    32766.0    32766.0      15.6       1.6
1960   4  20    32766.0       15.3       20.0        9.9        1.4    32766.0       81.0        0.0      969.8    32766.0    32766.0      18.2       3.3
1960   4  21    32766.0       17.7       23.2       12.9        1.7    32766.0       72.0        0.0      963.8    32766.0    32766.0      21.2       4.2
1960   4  22    32766.0       17.1       21.7       11.7        1.4    32766.0       83.0        0.0      962.8    32766.0    32766.0      20.2       2.2
1960   4  23    32766.0       19.8       26.1       14.6        1.4    32766.0       79.0        0.0      960.3    32766.0    32766.0      22.4       4.0
1960   4  24    32766.0       21.7       28.9       14.1        0.9    32766.0       76.0        0.0      959.7    32766.0    32766.0      25.8       5.0
1960   4  25    32766.0       19.8       24.9       17.8        1.4    32766.0       93.0        8.8      958.5    32766.0    32766.0      20.2       1.0
1960   4  26    32766.0       21.1       28.0       15.6        0.9    32766.0       85.0        0.0      958.8    32766.0    32766.0      24.4       3.8
1960   4  27    32766.0       16.5       24.6       13.7        2.1    32766.0       93.0        8.6      966.5    32766.0    32766.0      17.6       0.5
1960   4  28    32766.0       14.7       16.9       13.2        2.0    32766.0       92.0        9.3      968.8    32766.0    32766.0      16.8       1.6
1960   4  29    32766.0       17.0       22.4       12.0        0.9    32766.0       87.0        0.0      968.7    32766.0    32766.0      20.3       3.0
1960   4  30    32766.0       20.4       27.0       14.7        0.4    32766.0       80.0        0.0      967.6    32766.0    32766.0      23.8       4.7
1960   5   1    32766.0       22.7       29.7       17.7        1.4    32766.0       75.0        0.2      962.9    32766.0    32766.0      26.5       5.2
1960   5   2    32766.0       22.4       28.2       17.3        0.9    32766.0       77.0        0.0      956.0    32766.0    32766.0      27.8       3.2
1960   5   3    32766.0       24.0       30.1       18.6        0.9    32766.0       77.0        0.0      954.2    32766.0    32766.0      29.9       5.0
1960   5   4    32766.0       26.0       32.8       18.4        1.4    32766.0       77.0        0.0      953.9    32766.0    32766.0   32766.0       5.5
1960   5   5    32766.0       24.8       28.8       21.6        1.4    32766.0       65.0        1.6      956.1    32766.0    32766.0      26.2       3.4
1960   5   6    32766.0       14.4       23.3       11.6        4.5    32766.0       96.0       19.7      963.0    32766.0    32766.0      14.9       0.0
1960   5   7    32766.0       12.4       13.1       11.2        1.4    32766.0       87.0        0.1      970.3    32766.0    32766.0      14.2       0.6
1960   5   8    32766.0       13.1       14.7       11.7        1.4    32766.0       91.0        0.0      970.7    32766.0    32766.0      14.5       0.7
1960   5   9    32766.0       17.6       24.4       11.8        0.9    32766.0       77.0        0.0      972.2    32766.0    32766.0      21.9       4.9
1960   5  10    32766.0       20.7       28.6       12.9        1.2    32766.0       73.0        0.0      967.5    32766.0    32766.0      25.2       6.3
1960   5  11    32766.0       21.9       26.9       16.1        3.2    32766.0       68.0        0.0      961.3    32766.0    32766.0      26.2       6.4
1960   5  12    32766.0       16.3       22.6       14.7        0.9    32766.0       86.0        2.7      965.6    32766.0    32766.0      16.4       0.9
1960   5  13    32766.0       17.4       23.7       13.1        2.0    32766.0       82.0        0.0      963.9    32766.0    32766.0      22.7       4.2
1960   5  14    32766.0       21.7       27.6       16.7        1.4    32766.0       77.0        0.0      963.6    32766.0    32766.0      25.0       3.4
1960   5  15    32766.0       24.3       30.2       18.3        1.4    32766.0       79.0        0.0      965.1    32766.0    32766.0      30.8       5.9
1960   5  16    32766.0       26.4       33.1       18.9        1.8    32766.0       68.0        0.0      958.8    32766.0    32766.0      34.3       8.1
1960   5  17    32766.0       22.0       28.8       20.3        2.0    32766.0       94.0      103.3      959.0    32766.0    32766.0      22.9   32766.0
1960   5  18    32766.0       14.7       22.4       13.4        4.4    32766.0       95.0       14.6      968.5    32766.0    32766.0      16.5       0.0
1960   5  19    32766.0       14.6       17.6       12.6        2.6    32766.0       85.0       26.1      970.8    32766.0    32766.0      17.1       3.2
1960   5  20    32766.0       18.2       23.8       13.8        0.6    32766.0       79.0        0.0      969.5    32766.0    32766.0      22.0       4.9
1960   5  21    32766.0       20.5       25.1       16.2        1.4    32766.0       71.0        0.0      969.1    32766.0    32766.0      26.1       4.2
1960   5  22    32766.0       20.6       25.3       16.8        1.4    32766.0       70.0        0.5      963.3    32766.0    32766.0      26.7       5.0
1960   5  23    32766.0       21.0       25.9       14.6        0.9    32766.0       73.0        0.0      963.6    32766.0    32766.0      24.5       4.0
1960   5  24    32766.0       21.2       25.9       19.0        2.6    32766.0       87.0        1.4      966.7    32766.0    32766.0      21.4   32766.0
1960   5  25    32766.0       18.8       20.1       18.1        0.9    32766.0       96.0        5.6      967.4    32766.0    32766.0      20.6       0.0
1960   5  26    32766.0       21.0       25.9       17.0        1.4    32766.0       85.0        0.0      965.3    32766.0    32766.0      24.9       4.6
1960   5  27    32766.0       22.7       26.3       19.4        1.4    32766.0       80.0        0.0      965.2    32766.0    32766.0      25.0       3.0
1960   5  28    32766.0       22.9       27.2       19.2        1.4    32766.0       71.0        0.0      965.8    32766.0    32766.0      26.0       5.7
1960   5  29    32766.0       21.8       24.9       19.1        1.4    32766.0       82.0        0.0      962.6    32766.0    32766.0      24.5       2.2
1960   5  30    32766.0       19.1       21.5       17.7        1.4    32766.0       91.0        4.5      959.2    32766.0    32766.0      21.6       1.0
1960   5  31    32766.0       21.1       25.9       17.3        3.1    32766.0       79.0        4.7      962.2    32766.0    32766.0      23.6   32766.0
1960   6   1    32766.0       23.3       28.9       17.8        0.6    32766.0       79.0        0.0      965.1    32766.0    32766.0      26.7       4.5
1960   6   2    32766.0       24.6       28.3       20.9        2.0    32766.0       77.0        0.0      963.9    32766.0    32766.0      26.5       4.2
1960   6   3    32766.0       24.1       28.1       20.0        2.6    32766.0       81.0        0.0      965.4    32766.0    32766.0      26.4       3.6
1960   6   4    32766.0       24.0       28.8       20.5        2.6    32766.0       77.0        0.3      965.6    32766.0    32766.0      29.4       4.9
1960   6   5    32766.0       25.4       31.6       18.8        1.4    32766.0       73.0        0.0      961.1    32766.0    32766.0      33.0       6.0
