Date,TemAver,SID,year,season
1988-08-25,21.2,57206,1988,1
1988-08-26,22.3,57206,1988,1
1988-08-27,22.6,57206,1988,1
1988-08-28,22.5,57206,1988,1
1988-08-29,23.0,57206,1988,1
1988-08-30,21.5,57206,1988,1
1988-08-31,21.0,57206,1988,1
1988-09-01,21.6,57206,1988,1
1988-09-02,23.5,57206,1988,1
1988-09-03,24.9,57206,1988,1
1988-09-04,23.3,57206,1988,1
1988-09-05,24.4,57206,1988,1
1988-09-06,23.6,57206,1988,1
1988-09-07,21.7,57206,1988,1
1988-09-08,22.6,57206,1988,1
1988-09-09,25.0,57206,1988,1
1988-09-10,23.8,57206,1988,1
1988-09-11,22.6,57206,1988,1
1988-09-12,19.5,57206,1988,1
1988-09-13,21.8,57206,1988,1
1988-09-14,22.2,57206,1988,1
1988-09-15,21.6,57206,1988,1
1988-09-16,22.6,57206,1988,1
1988-09-17,22.2,57206,1988,1
1988-09-18,21.2,57206,1988,1
1988-09-19,19.5,57206,1988,1
1988-09-20,16.4,57206,1988,1
1988-09-21,18.9,57206,1988,1
1988-09-22,17.8,57206,1988,1
1988-09-23,20.7,57206,1988,1
1988-09-24,20.6,57206,1988,1
1988-09-25,20.5,57206,1988,1
1988-09-26,17.5,57206,1988,1
1988-09-27,16.4,57206,1988,1
1988-09-28,15.1,57206,1988,1
1988-09-29,16.5,57206,1988,1
1988-09-30,15.6,57206,1988,1
1988-10-01,17.0,57206,1988,1
1988-10-02,18.6,57206,1988,1
1988-10-03,18.1,57206,1988,1
1988-10-04,18.0,57206,1988,1
1988-10-05,16.4,57206,1988,1
1988-10-06,13.4,57206,1988,1
1988-10-07,14.0,57206,1988,1
1988-10-08,16.3,57206,1988,1
1988-10-09,16.9,57206,1988,1
1988-10-10,16.8,57206,1988,1
1988-10-11,16.5,57206,1988,1
1988-10-12,15.6,57206,1988,1
1988-10-13,12.6,57206,1988,1
1988-10-14,15.0,57206,1988,1
1988-10-15,17.7,57206,1988,1
1988-10-16,19.0,57206,1988,1
1988-10-17,18.6,57206,1988,1
1988-10-18,17.4,57206,1988,1
1988-10-19,16.4,57206,1988,1
1988-10-20,16.1,57206,1988,1
1988-10-21,15.7,57206,1988,1
1988-10-22,13.5,57206,1988,1
1988-10-23,17.3,57206,1988,1
1988-10-24,16.5,57206,1988,1
1988-10-25,17.5,57206,1988,1
1988-10-26,19.6,57206,1988,1
1988-10-27,19.1,57206,1988,1
1988-10-28,17.6,57206,1988,1
1988-10-29,17.0,57206,1988,1
1988-10-30,14.4,57206,1988,1
1988-10-31,15.4,57206,1988,1
1988-11-01,16.3,57206,1988,1
1988-11-02,12.3,57206,1988,1
1988-11-03,13.9,57206,1988,1
1988-11-04,12.0,57206,1988,1
1988-11-05,13.3,57206,1988,1
1988-11-06,11.3,57206,1988,1
1988-11-07,11.5,57206,1988,1
1988-11-08,14.1,57206,1988,1
1988-11-09,14.4,57206,1988,1
1988-11-10,13.8,57206,1988,1
1989-06-03,25.9,57206,1989,1
1989-06-04,25.8,57206,1989,1
1989-06-05,27.3,57206,1989,1
1989-06-06,24.2,57206,1989,1
1989-06-07,26.2,57206,1989,1
1989-06-08,25.5,57206,1989,1
1989-06-09,24.8,57206,1989,1
1989-06-10,23.5,57206,1989,1
1989-06-11,22.5,57206,1989,1
1989-06-12,22.0,57206,1989,1
1989-06-13,23.1,57206,1989,1
1989-06-14,23.7,57206,1989,1
1989-06-15,22.3,57206,1989,1
1989-06-16,22.5,57206,1989,1
1989-06-17,20.2,57206,1989,1
1989-06-18,18.7,57206,1989,1
1989-06-19,17.9,57206,1989,1
1989-06-20,18.8,57206,1989,1
1989-06-21,23.5,57206,1989,1
1989-06-22,21.7,57206,1989,1
1989-06-23,22.8,57206,1989,1
1989-06-24,23.9,57206,1989,1
1989-06-25,21.8,57206,1989,1
1989-06-26,22.0,57206,1989,1
1989-06-27,22.5,57206,1989,1
1989-06-28,24.2,57206,1989,1
1989-06-29,22.1,57206,1989,1
1989-06-30,24.9,57206,1989,1
1989-07-01,25.6,57206,1989,1
1989-07-02,23.5,57206,1989,1
1989-07-03,21.4,57206,1989,1
1989-07-04,21.1,57206,1989,1
1989-07-05,21.6,57206,1989,1
1989-07-06,22.5,57206,1989,1
1989-07-07,25.0,57206,1989,1
1989-07-08,26.2,57206,1989,1
1989-07-09,24.3,57206,1989,1
1989-07-10,23.1,57206,1989,1
1989-07-11,25.6,57206,1989,1
1989-07-12,25.7,57206,1989,1
1989-07-13,25.7,57206,1989,1
1989-07-14,24.9,57206,1989,1
1989-07-15,24.9,57206,1989,1
1989-07-16,24.2,57206,1989,1
1989-07-17,27.9,57206,1989,1
1989-07-18,27.6,57206,1989,1
1989-07-19,28.9,57206,1989,1
1989-07-20,26.4,57206,1989,1
1989-07-21,27.8,57206,1989,1
1989-07-22,27.5,57206,1989,1
1989-07-23,26.5,57206,1989,1
1989-07-24,28.2,57206,1989,1
1989-07-25,28.4,57206,1989,1
1989-07-26,24.3,57206,1989,1
1989-07-27,24.0,57206,1989,1
1989-07-28,23.6,57206,1989,1
1989-07-29,24.1,57206,1989,1
1989-07-30,24.5,57206,1989,1
1989-07-31,24.1,57206,1989,1
1989-08-01,25.2,57206,1989,1
1989-08-02,27.0,57206,1989,1
1989-08-03,26.5,57206,1989,1
1989-08-04,26.0,57206,1989,1
1989-08-05,27.1,57206,1989,1
1989-08-06,27.5,57206,1989,1
1989-08-07,27.7,57206,1989,1
1989-08-08,28.5,57206,1989,1
1989-08-09,25.7,57206,1989,1
1989-08-10,25.9,57206,1989,1
1989-08-11,24.2,57206,1989,1
1989-08-12,24.0,57206,1989,1
1989-08-13,24.2,57206,1989,1
1989-08-14,24.6,57206,1989,1
1989-08-15,25.5,57206,1989,1
1989-08-16,24.0,57206,1989,1
1989-08-17,22.3,57206,1989,1
1989-08-18,19.9,57206,1989,1
1989-08-19,23.2,57206,1989,1
1989-08-20,23.6,57206,1989,1
1989-08-21,24.1,57206,1989,1
1989-08-22,24.0,57206,1989,1
1989-08-23,22.6,57206,1989,1
1989-08-24,23.8,57206,1989,1
1989-08-25,21.9,57206,1989,1
1989-08-26,24.3,57206,1989,1
1989-08-27,26.0,57206,1989,1
1989-08-28,26.1,57206,1989,1
1989-08-29,25.6,57206,1989,1
1989-08-30,23.7,57206,1989,1
1989-08-31,25.2,57206,1989,1
1989-09-01,24.6,57206,1989,1
1989-09-02,27.5,57206,1989,1
1989-09-03,22.7,57206,1989,1
1989-09-04,23.0,57206,1989,1
1989-09-05,22.7,57206,1989,1
1989-09-06,22.8,57206,1989,1
1989-09-07,21.1,57206,1989,1
1989-09-08,19.6,57206,1989,1
1989-09-09,19.7,57206,1989,1
1989-09-10,20.7,57206,1989,1
1989-09-11,21.5,57206,1989,1
1989-09-12,19.6,57206,1989,1
1989-09-13,20.3,57206,1989,1
1989-09-14,22.4,57206,1989,1
1989-09-15,23.1,57206,1989,1
1989-09-16,24.3,57206,1989,1
1989-09-17,22.0,57206,1989,1
1989-09-18,23.3,57206,1989,1
1989-09-19,22.4,57206,1989,1
1989-09-20,21.3,57206,1989,1
1989-09-21,20.7,57206,1989,1
1989-09-22,21.1,57206,1989,1
1989-09-23,19.9,57206,1989,1
1989-09-24,18.6,57206,1989,1
1989-09-25,19.7,57206,1989,1
1989-09-26,16.9,57206,1989,1
1989-09-27,18.2,57206,1989,1
1989-09-28,18.2,57206,1989,1
1989-09-29,18.7,57206,1989,1
1989-09-30,20.2,57206,1989,1
1989-10-01,19.8,57206,1989,1
1989-10-02,20.5,57206,1989,1
1989-10-03,19.5,57206,1989,1
1989-10-04,18.0,57206,1989,1
1989-10-05,18.5,57206,1989,1
1989-10-06,16.6,57206,1989,1
1989-10-07,17.8,57206,1989,1
1989-10-08,17.2,57206,1989,1
1989-10-09,16.3,57206,1989,1
1989-10-10,17.9,57206,1989,1
1989-10-11,18.5,57206,1989,1
1989-10-12,17.2,57206,1989,1
1989-10-13,18.2,57206,1989,1
1989-10-14,18.4,57206,1989,1
1989-10-15,20.9,57206,1989,1
1989-10-16,15.6,57206,1989,1
1989-10-17,10.5,57206,1989,1
1989-10-18,13.5,57206,1989,1
1989-10-19,14.6,57206,1989,1
1989-10-20,15.2,57206,1989,1
1989-10-21,15.2,57206,1989,1
1989-10-22,14.9,57206,1989,1
1989-10-23,15.4,57206,1989,1
1989-10-24,15.9,57206,1989,1
1989-10-25,17.6,57206,1989,1
1989-10-26,19.3,57206,1989,1
1989-10-27,18.5,57206,1989,1
1989-10-28,14.6,57206,1989,1
1989-10-29,14.5,57206,1989,1
1989-10-30,18.1,57206,1989,1
1989-10-31,14.6,57206,1989,1
1989-11-01,15.1,57206,1989,1
1989-11-02,14.7,57206,1989,1
1989-11-03,15.8,57206,1989,1
1989-11-04,16.3,57206,1989,1
1989-11-05,13.5,57206,1989,1
1989-11-06,9.5,57206,1989,1
1989-11-07,12.7,57206,1989,1
1989-11-08,12.3,57206,1989,1
1989-11-09,12.2,57206,1989,1
1989-11-10,11.1,57206,1989,1
1990-05-31,21.2,57206,1990,1
1990-06-01,22.2,57206,1990,1
1990-06-02,23.6,57206,1990,1
1990-06-03,24.3,57206,1990,1
1990-06-04,25.2,57206,1990,1
1990-06-05,26.5,57206,1990,1
1990-06-06,24.5,57206,1990,1
1990-06-07,23.5,57206,1990,1
1990-06-08,24.0,57206,1990,1
1990-06-09,25.4,57206,1990,1
1990-06-10,26.0,57206,1990,1
1990-06-11,26.9,57206,1990,1
1990-06-12,26.0,57206,1990,1
1990-06-13,27.0,57206,1990,1
1990-06-14,30.0,57206,1990,1
1990-06-15,29.6,57206,1990,1
1990-06-16,23.2,57206,1990,1
1990-06-17,21.5,57206,1990,1
1990-06-18,19.6,57206,1990,1
1990-06-19,21.2,57206,1990,1
1990-06-20,24.6,57206,1990,1
1990-06-21,25.6,57206,1990,1
1990-06-22,25.5,57206,1990,1
1990-06-23,24.0,57206,1990,1
1990-06-24,24.3,57206,1990,1
1990-06-25,25.0,57206,1990,1
1990-06-26,26.4,57206,1990,1
1990-06-27,28.3,57206,1990,1
1990-06-28,26.1,57206,1990,1
1990-06-29,23.7,57206,1990,1
1990-06-30,25.1,57206,1990,1
1990-07-01,26.6,57206,1990,1
1990-07-02,26.2,57206,1990,1
1990-07-03,27.0,57206,1990,1
1990-07-04,28.1,57206,1990,1
1990-07-05,24.9,57206,1990,1
1990-07-06,23.1,57206,1990,1
1990-07-07,24.1,57206,1990,1
1990-07-08,26.7,57206,1990,1
1990-07-09,28.1,57206,1990,1
1990-07-10,26.7,57206,1990,1
1990-07-11,26.1,57206,1990,1
1990-07-12,25.8,57206,1990,1
1990-07-13,28.2,57206,1990,1
1990-07-14,29.5,57206,1990,1
1990-07-15,28.6,57206,1990,1
1990-07-16,24.6,57206,1990,1
1990-07-17,24.0,57206,1990,1
1990-07-18,24.8,57206,1990,1
1990-07-19,26.3,57206,1990,1
1990-07-20,25.1,57206,1990,1
1990-07-21,22.8,57206,1990,1
1990-07-22,22.1,57206,1990,1
1990-07-23,22.9,57206,1990,1
1990-07-24,25.0,57206,1990,1
1990-07-25,25.7,57206,1990,1
1990-07-26,24.1,57206,1990,1
1990-07-27,25.9,57206,1990,1
1990-07-28,26.9,57206,1990,1
1990-07-29,25.9,57206,1990,1
1990-07-30,25.5,57206,1990,1
1990-07-31,25.9,57206,1990,1
1990-08-01,26.3,57206,1990,1
1990-08-02,26.4,57206,1990,1
1990-08-03,27.2,57206,1990,1
1990-08-04,25.5,57206,1990,1
1990-08-05,27.6,57206,1990,1
1990-08-06,28.1,57206,1990,1
1990-08-07,28.7,57206,1990,1
1990-08-08,26.6,57206,1990,1
1990-08-09,25.8,57206,1990,1
1990-08-10,27.6,57206,1990,1
1990-08-11,28.2,57206,1990,1
1990-08-12,26.4,57206,1990,1
1990-08-13,21.0,57206,1990,1
1990-08-14,25.4,57206,1990,1
1990-08-15,24.7,57206,1990,1
1990-08-16,26.7,57206,1990,1
1990-08-17,23.9,57206,1990,1
1990-08-18,26.2,57206,1990,1
1990-08-19,25.9,57206,1990,1
1990-08-20,27.2,57206,1990,1
1990-08-21,27.9,57206,1990,1
1990-08-22,27.5,57206,1990,1
1990-08-23,25.9,57206,1990,1
1990-08-24,24.9,57206,1990,1
1990-08-25,25.3,57206,1990,1
1990-08-26,25.2,57206,1990,1
1990-08-27,24.9,57206,1990,1
1990-08-28,24.4,57206,1990,1
1990-08-29,27.2,57206,1990,1
1990-08-30,26.4,57206,1990,1
1990-08-31,27.2,57206,1990,1
1990-09-01,27.3,57206,1990,1
1990-09-02,23.5,57206,1990,1
1990-09-03,22.2,57206,1990,1
1990-09-04,22.8,57206,1990,1
1990-09-05,21.9,57206,1990,1
1990-09-06,22.7,57206,1990,1
1990-09-07,21.8,57206,1990,1
1990-09-08,22.0,57206,1990,1
1990-09-09,23.9,57206,1990,1
1990-09-10,22.6,57206,1990,1
1990-09-11,25.2,57206,1990,1
1990-09-12,22.0,57206,1990,1
1990-09-13,21.4,57206,1990,1
1990-09-14,23.6,57206,1990,1
1990-09-15,23.6,57206,1990,1
1990-09-16,23.6,57206,1990,1
1990-09-17,22.5,57206,1990,1
1990-09-18,22.0,57206,1990,1
1990-09-19,22.9,57206,1990,1
1990-09-20,23.0,57206,1990,1
1990-09-21,23.3,57206,1990,1
1990-09-22,21.8,57206,1990,1
1990-09-23,21.8,57206,1990,1
1990-09-24,19.5,57206,1990,1
1990-09-25,21.5,57206,1990,1
1990-09-26,18.7,57206,1990,1
1990-09-27,18.9,57206,1990,1
1990-09-28,18.4,57206,1990,1
1990-09-29,18.7,57206,1990,1
1990-09-30,19.7,57206,1990,1
1990-10-01,18.2,57206,1990,1
1990-10-02,18.7,57206,1990,1
1990-10-03,19.8,57206,1990,1
1990-10-04,19.3,57206,1990,1
1990-10-05,20.1,57206,1990,1
1990-10-06,18.5,57206,1990,1
1990-10-07,18.2,57206,1990,1
1990-10-08,17.6,57206,1990,1
1990-10-09,15.5,57206,1990,1
1990-10-10,14.4,57206,1990,1
1990-10-11,17.1,57206,1990,1
1990-10-12,16.6,57206,1990,1
1990-10-13,17.6,57206,1990,1
1990-10-14,18.8,57206,1990,1
1990-10-15,17.6,57206,1990,1
1990-10-16,15.2,57206,1990,1
1990-10-17,17.1,57206,1990,1
1990-10-18,15.8,57206,1990,1
1990-10-19,16.0,57206,1990,1
1990-10-20,16.1,57206,1990,1
1990-10-21,16.6,57206,1990,1
1990-10-22,17.4,57206,1990,1
1990-10-23,17.6,57206,1990,1
1990-10-24,14.1,57206,1990,1
1990-10-25,12.1,57206,1990,1
1990-10-26,12.5,57206,1990,1
1990-10-27,13.9,57206,1990,1
1990-10-28,13.1,57206,1990,1
1990-10-29,14.5,57206,1990,1
1990-10-30,14.8,57206,1990,1
1990-10-31,14.5,57206,1990,1
1990-11-01,15.7,57206,1990,1
1990-11-02,16.8,57206,1990,1
1990-11-03,15.0,57206,1990,1
1990-11-04,17.0,57206,1990,1
1990-11-05,17.5,57206,1990,1
1990-11-06,15.5,57206,1990,1
1990-11-07,17.3,57206,1990,1
1989-06-14,22.5,57249,1989,1
1989-06-15,20.1,57249,1989,1
1989-06-16,20.7,57249,1989,1
1989-06-17,19.2,57249,1989,1
1989-06-18,19.6,57249,1989,1
1989-06-19,21.4,57249,1989,1
1989-06-20,19.1,57249,1989,1
1989-06-21,18.6,57249,1989,1
1989-06-22,21.5,57249,1989,1
1989-06-23,21.4,57249,1989,1
1989-06-24,22.9,57249,1989,1
1989-06-25,23.8,57249,1989,1
1989-06-26,20.0,57249,1989,1
1989-06-27,22.6,57249,1989,1
1989-06-28,24.9,57249,1989,1
1989-06-29,25.2,57249,1989,1
1989-06-30,26.5,57249,1989,1
1989-07-01,24.5,57249,1989,1
1989-07-02,25.0,57249,1989,1
1989-07-03,24.7,57249,1989,1
1989-07-04,24.2,57249,1989,1
1989-07-05,25.3,57249,1989,1
1989-07-06,27.5,57249,1989,1
1989-07-07,24.8,57249,1989,1
1989-07-08,26.4,57249,1989,1
1989-07-09,24.3,57249,1989,1
1989-07-10,21.7,57249,1989,1
1989-07-11,20.6,57249,1989,1
1989-07-12,22.1,57249,1989,1
1989-07-13,23.6,57249,1989,1
1989-07-14,23.8,57249,1989,1
1989-07-15,25.7,57249,1989,1
1989-07-16,27.1,57249,1989,1
1989-07-17,28.6,57249,1989,1
1989-07-18,29.3,57249,1989,1
1989-07-19,29.5,57249,1989,1
1989-07-20,29.2,57249,1989,1
1989-07-21,29.5,57249,1989,1
1989-07-22,30.5,57249,1989,1
1989-07-23,28.0,57249,1989,1
1989-07-24,26.7,57249,1989,1
1989-07-25,27.0,57249,1989,1
1989-07-26,21.0,57249,1989,1
1989-07-27,21.0,57249,1989,1
1989-07-28,21.7,57249,1989,1
1989-07-29,21.5,57249,1989,1
1989-07-30,22.0,57249,1989,1
1989-07-31,21.7,57249,1989,1
1989-08-01,24.2,57249,1989,1
1989-08-02,25.8,57249,1989,1
1989-08-03,24.2,57249,1989,1
1989-08-04,24.8,57249,1989,1
1989-08-05,25.0,57249,1989,1
1989-08-06,23.9,57249,1989,1
1989-08-07,24.5,57249,1989,1
1989-08-08,24.7,57249,1989,1
1989-08-09,25.3,57249,1989,1
1989-08-10,26.4,57249,1989,1
1989-08-11,26.2,57249,1989,1
1989-08-12,23.6,57249,1989,1
1989-08-13,23.7,57249,1989,1
1989-08-14,25.0,57249,1989,1
1989-08-15,25.8,57249,1989,1
1989-08-16,25.5,57249,1989,1
1989-08-17,22.1,57249,1989,1
1989-08-18,20.9,57249,1989,1
1989-08-19,19.9,57249,1989,1
1989-08-20,21.5,57249,1989,1
1989-08-21,22.3,57249,1989,1
1989-08-22,23.4,57249,1989,1
1989-08-23,21.8,57249,1989,1
1989-08-24,23.6,57249,1989,1
1989-08-25,24.7,57249,1989,1
1989-08-26,23.1,57249,1989,1
1989-08-27,21.7,57249,1989,1
1989-08-28,23.0,57249,1989,1
1989-08-29,22.9,57249,1989,1
1989-08-30,22.9,57249,1989,1
1989-08-31,22.2,57249,1989,1
1989-09-01,22.2,57249,1989,1
1989-09-02,21.3,57249,1989,1
1989-09-03,20.5,57249,1989,1
1989-09-04,20.2,57249,1989,1
1989-09-05,21.6,57249,1989,1
1989-09-06,21.5,57249,1989,1
1989-09-07,21.3,57249,1989,1
1989-09-08,18.7,57249,1989,1
1989-09-09,19.4,57249,1989,1
1989-09-10,19.0,57249,1989,1
1989-09-11,19.5,57249,1989,1
1989-09-12,19.9,57249,1989,1
1989-09-13,18.9,57249,1989,1
1989-09-14,21.0,57249,1989,1
1989-09-15,20.0,57249,1989,1
1989-09-16,19.2,57249,1989,1
1989-09-17,19.2,57249,1989,1
1989-09-18,21.0,57249,1989,1
1989-09-19,20.7,57249,1989,1
1989-09-20,20.1,57249,1989,1
1989-09-21,19.9,57249,1989,1
1989-09-22,21.7,57249,1989,1
1989-09-23,21.6,57249,1989,1
1989-09-24,21.7,57249,1989,1
1989-09-25,20.1,57249,1989,1
1989-09-26,16.8,57249,1989,1
1989-09-27,14.9,57249,1989,1
1989-09-28,15.1,57249,1989,1
1989-09-29,15.1,57249,1989,1
1989-09-30,16.7,57249,1989,1
1989-10-01,17.7,57249,1989,1
1989-10-02,18.1,57249,1989,1
1989-10-03,16.4,57249,1989,1
1989-10-04,16.9,57249,1989,1
1989-10-05,15.9,57249,1989,1
1989-10-06,16.2,57249,1989,1
1989-10-07,16.4,57249,1989,1
1989-10-08,15.8,57249,1989,1
1989-10-09,16.4,57249,1989,1
1989-10-10,17.6,57249,1989,1
1989-10-11,16.4,57249,1989,1
1989-10-12,17.4,57249,1989,1
1989-10-13,18.5,57249,1989,1
1989-10-14,18.1,57249,1989,1
1989-10-15,16.5,57249,1989,1
1989-10-16,14.6,57249,1989,1
1989-10-17,12.6,57249,1989,1
1989-10-18,12.1,57249,1989,1
1989-10-19,13.1,57249,1989,1
1989-10-20,12.6,57249,1989,1
1989-10-21,12.9,57249,1989,1
1989-10-22,13.6,57249,1989,1
1989-10-23,14.6,57249,1989,1
1989-10-24,15.4,57249,1989,1
1989-10-25,15.7,57249,1989,1
1989-10-26,16.9,57249,1989,1
1989-10-27,15.3,57249,1989,1
1989-10-28,12.8,57249,1989,1
1989-10-29,14.8,57249,1989,1
1989-10-30,16.3,57249,1989,1
1989-10-31,12.5,57249,1989,1
1989-11-01,11.5,57249,1989,1
1989-11-02,11.4,57249,1989,1
1989-11-03,12.2,57249,1989,1
1989-11-04,12.1,57249,1989,1
1989-11-05,11.4,57249,1989,1
1989-11-06,10.5,57249,1989,1
1989-11-07,10.4,57249,1989,1
1989-11-08,10.2,57249,1989,1
1989-11-09,11.0,57249,1989,1
1989-11-10,9.6,57249,1989,1
1989-11-11,8.9,57249,1989,1
1989-11-12,9.5,57249,1989,1
1989-11-13,6.8,57249,1989,1
1989-11-14,3.4,57249,1989,1
1989-11-15,4.8,57249,1989,1
1989-11-16,5.5,57249,1989,1
1989-11-17,6.6,57249,1989,1
1989-11-18,7.3,57249,1989,1
1989-11-19,5.1,57249,1989,1
1989-11-20,3.6,57249,1989,1
1989-11-21,8.6,57249,1989,1
1990-06-07,19.0,57249,1990,1
1990-06-08,21.9,57249,1990,1
1990-06-09,23.7,57249,1990,1
1990-06-10,25.0,57249,1990,1
1990-06-11,23.8,57249,1990,1
1990-06-12,24.1,57249,1990,1
1990-06-13,26.0,57249,1990,1
1990-06-14,26.1,57249,1990,1
1990-06-15,25.4,57249,1990,1
1990-06-16,23.7,57249,1990,1
1990-06-17,24.3,57249,1990,1
1990-06-18,22.6,57249,1990,1
1990-06-19,19.2,57249,1990,1
1990-06-20,20.5,57249,1990,1
1990-06-21,23.7,57249,1990,1
1990-06-22,25.6,57249,1990,1
1990-06-23,24.3,57249,1990,1
1990-06-24,21.4,57249,1990,1
1990-06-25,22.6,57249,1990,1
1990-06-26,25.4,57249,1990,1
1990-06-27,26.5,57249,1990,1
1990-06-28,26.2,57249,1990,1
1990-06-29,24.7,57249,1990,1
1990-06-30,20.2,57249,1990,1
1990-07-01,18.7,57249,1990,1
1990-07-02,21.7,57249,1990,1
1990-07-03,23.5,57249,1990,1
1990-07-04,26.5,57249,1990,1
1990-07-05,26.6,57249,1990,1
1990-07-06,26.3,57249,1990,1
1990-07-07,24.5,57249,1990,1
1990-07-08,25.7,57249,1990,1
1990-07-09,27.2,57249,1990,1
1990-07-10,27.7,57249,1990,1
1990-07-11,27.8,57249,1990,1
1990-07-12,29.2,57249,1990,1
1990-07-13,27.8,57249,1990,1
1990-07-14,28.6,57249,1990,1
1990-07-15,28.3,57249,1990,1
1990-07-16,27.3,57249,1990,1
1990-07-17,22.9,57249,1990,1
1990-07-18,25.1,57249,1990,1
1990-07-19,25.8,57249,1990,1
1990-07-20,25.1,57249,1990,1
1990-07-21,23.4,57249,1990,1
1990-07-22,26.0,57249,1990,1
1990-07-23,27.0,57249,1990,1
1990-07-24,27.4,57249,1990,1
1990-07-25,28.4,57249,1990,1
1990-07-26,27.6,57249,1990,1
1990-07-27,24.8,57249,1990,1
1990-07-28,25.4,57249,1990,1
1990-07-29,26.0,57249,1990,1
1990-07-30,27.3,57249,1990,1
1990-07-31,26.3,57249,1990,1
1990-08-01,25.9,57249,1990,1
1990-08-02,25.8,57249,1990,1
1990-08-03,24.7,57249,1990,1
1990-08-04,24.9,57249,1990,1
1990-08-05,25.8,57249,1990,1
1990-08-06,25.6,57249,1990,1
1990-08-07,27.1,57249,1990,1
1990-08-08,26.7,57249,1990,1
1990-08-09,26.5,57249,1990,1
1990-08-10,26.3,57249,1990,1
1990-08-11,27.9,57249,1990,1
1990-08-12,29.0,57249,1990,1
1990-08-13,26.9,57249,1990,1
1990-08-14,25.1,57249,1990,1
1990-08-15,25.8,57249,1990,1
1990-08-16,23.6,57249,1990,1
1990-08-17,23.0,57249,1990,1
1990-08-18,24.0,57249,1990,1
1990-08-19,24.1,57249,1990,1
1990-08-20,24.9,57249,1990,1
1990-08-21,23.9,57249,1990,1
1990-08-22,24.5,57249,1990,1
1990-08-23,24.2,57249,1990,1
1990-08-24,25.6,57249,1990,1
1990-08-25,25.1,57249,1990,1
1990-08-26,26.8,57249,1990,1
1990-08-27,28.4,57249,1990,1
1990-08-28,26.2,57249,1990,1
1990-08-29,27.3,57249,1990,1
1990-08-30,26.2,57249,1990,1
1990-08-31,25.6,57249,1990,1
1990-09-01,25.1,57249,1990,1
1990-09-02,25.0,57249,1990,1
1990-09-03,22.3,57249,1990,1
1990-09-04,23.3,57249,1990,1
1990-09-05,22.2,57249,1990,1
1990-09-06,24.9,57249,1990,1
1990-09-07,25.3,57249,1990,1
1990-09-08,24.8,57249,1990,1
1990-09-09,23.6,57249,1990,1
1990-09-10,23.7,57249,1990,1
1990-09-11,23.8,57249,1990,1
1990-09-12,21.2,57249,1990,1
1990-09-13,19.6,57249,1990,1
1990-09-14,20.0,57249,1990,1
1990-09-15,18.8,57249,1990,1
1990-09-16,20.3,57249,1990,1
1990-09-17,21.3,57249,1990,1
1990-09-18,19.2,57249,1990,1
1990-09-19,20.7,57249,1990,1
1990-09-20,22.1,57249,1990,1
1990-09-21,23.2,57249,1990,1
1990-09-22,23.1,57249,1990,1
1990-09-23,20.7,57249,1990,1
1990-09-24,20.2,57249,1990,1
1990-09-25,20.1,57249,1990,1
1990-09-26,19.4,57249,1990,1
1990-09-27,20.3,57249,1990,1
1990-09-28,20.9,57249,1990,1
1990-09-29,19.8,57249,1990,1
1990-09-30,21.1,57249,1990,1
1990-10-01,19.4,57249,1990,1
1990-10-02,18.0,57249,1990,1
1990-10-03,17.7,57249,1990,1
1990-10-04,18.9,57249,1990,1
1990-10-05,19.8,57249,1990,1
1990-10-06,18.5,57249,1990,1
1990-10-07,19.7,57249,1990,1
1990-10-08,19.0,57249,1990,1
1990-10-09,15.5,57249,1990,1
1990-10-10,12.8,57249,1990,1
1990-10-11,13.9,57249,1990,1
1990-10-12,15.7,57249,1990,1
1990-10-13,14.9,57249,1990,1
1990-10-14,15.0,57249,1990,1
1990-10-15,16.0,57249,1990,1
1990-10-16,15.5,57249,1990,1
1990-10-17,13.5,57249,1990,1
1990-10-18,14.5,57249,1990,1
1990-10-19,15.8,57249,1990,1
1990-10-20,15.1,57249,1990,1
1990-10-21,14.8,57249,1990,1
1990-10-22,14.9,57249,1990,1
1990-10-23,15.2,57249,1990,1
1990-10-24,13.3,57249,1990,1
1990-10-25,9.8,57249,1990,1
1990-10-26,10.9,57249,1990,1
1990-10-27,11.6,57249,1990,1
1990-10-28,11.6,57249,1990,1
1990-10-29,12.7,57249,1990,1
1990-10-30,12.9,57249,1990,1
1990-10-31,13.1,57249,1990,1
1990-11-01,12.9,57249,1990,1
1990-11-02,14.0,57249,1990,1
1990-11-03,14.2,57249,1990,1
1990-11-04,14.0,57249,1990,1
1990-11-05,15.1,57249,1990,1
1990-11-06,15.3,57249,1990,1
1990-11-07,15.1,57249,1990,1
1990-11-08,12.0,57249,1990,1
1990-11-09,8.4,57249,1990,1
1990-11-10,8.4,57249,1990,1
1990-11-11,9.0,57249,1990,1
1990-11-12,9.4,57249,1990,1
1990-11-13,10.5,57249,1990,1
1990-11-14,11.4,57249,1990,1
1992-06-03,23.2,57249,1992,1
1992-06-04,23.9,57249,1992,1
1992-06-05,23.5,57249,1992,1
1992-06-06,23.9,57249,1992,1
1992-06-07,22.6,57249,1992,1
1992-06-08,22.6,57249,1992,1
1992-06-09,25.0,57249,1992,1
1992-06-10,26.3,57249,1992,1
1992-06-11,27.1,57249,1992,1
1992-06-12,26.2,57249,1992,1
1992-06-13,21.1,57249,1992,1
1992-06-14,21.0,57249,1992,1
1992-06-15,20.3,57249,1992,1
1992-06-16,20.9,57249,1992,1
