Date,TemAver,SID,year,season
1990-06-26,23.3,57912,1990,1
1990-06-27,25.2,57912,1990,1
1990-06-28,24.9,57912,1990,1
1990-06-29,24.5,57912,1990,1
1990-06-30,24.2,57912,1990,1
1990-07-01,24.0,57912,1990,1
1990-07-02,24.0,57912,1990,1
1990-07-03,24.0,57912,1990,1
1990-07-04,25.3,57912,1990,1
1990-07-05,24.5,57912,1990,1
1990-07-06,23.7,57912,1990,1
1990-07-07,24.6,57912,1990,1
1990-07-08,23.6,57912,1990,1
1990-07-09,22.4,57912,1990,1
1990-07-10,22.1,57912,1990,1
1990-07-11,23.9,57912,1990,1
1990-07-12,25.3,57912,1990,1
1990-07-13,23.0,57912,1990,1
1990-07-14,24.1,57912,1990,1
1990-07-15,23.6,57912,1990,1
1990-07-16,24.0,57912,1990,1
1990-07-17,24.1,57912,1990,1
1990-07-18,21.6,57912,1990,1
1990-07-19,22.2,57912,1990,1
1990-07-20,22.4,57912,1990,1
1990-07-21,22.5,57912,1990,1
1990-07-22,22.9,57912,1990,1
1990-07-23,23.2,57912,1990,1
1990-07-24,23.6,57912,1990,1
1990-07-25,24.9,57912,1990,1
1990-07-26,22.7,57912,1990,1
1990-07-27,22.7,57912,1990,1
1990-07-28,23.6,57912,1990,1
1990-07-29,23.7,57912,1990,1
1990-07-30,24.3,57912,1990,1
1990-07-31,23.8,57912,1990,1
1990-08-01,24.0,57912,1990,1
1990-08-02,24.5,57912,1990,1
1990-08-03,23.6,57912,1990,1
1990-08-04,23.5,57912,1990,1
1990-08-05,23.5,57912,1990,1
1990-08-06,24.4,57912,1990,1
1990-08-07,25.1,57912,1990,1
1990-08-08,25.2,57912,1990,1
1990-08-09,23.1,57912,1990,1
1990-08-10,22.1,57912,1990,1
1990-08-11,23.1,57912,1990,1
1990-08-12,22.8,57912,1990,1
1990-08-13,24.4,57912,1990,1
1990-08-14,25.2,57912,1990,1
1990-08-15,25.8,57912,1990,1
1990-08-16,26.1,57912,1990,1
1990-08-17,25.7,57912,1990,1
1990-08-18,24.5,57912,1990,1
1990-08-19,24.1,57912,1990,1
1990-08-20,25.1,57912,1990,1
1990-08-21,24.6,57912,1990,1
1990-08-22,24.7,57912,1990,1
1990-08-23,24.6,57912,1990,1
1990-08-24,24.2,57912,1990,1
1990-08-25,22.8,57912,1990,1
1990-08-26,23.8,57912,1990,1
1990-08-27,24.3,57912,1990,1
1990-08-28,24.8,57912,1990,1
1990-08-29,25.4,57912,1990,1
1990-08-30,23.8,57912,1990,1
1990-08-31,23.5,57912,1990,1
1990-09-01,22.5,57912,1990,1
1990-09-02,23.6,57912,1990,1
1990-09-03,22.3,57912,1990,1
1990-09-04,21.6,57912,1990,1
1990-09-05,22.0,57912,1990,1
1990-09-06,22.4,57912,1990,1
1990-09-07,23.7,57912,1990,1
1990-09-08,23.7,57912,1990,1
1990-09-09,23.0,57912,1990,1
1990-09-10,25.6,57912,1990,1
1990-09-11,24.2,57912,1990,1
1990-09-12,25.2,57912,1990,1
1990-09-13,22.1,57912,1990,1
1990-09-14,21.3,57912,1990,1
1990-09-15,21.8,57912,1990,1
1990-09-16,20.5,57912,1990,1
1990-09-17,21.3,57912,1990,1
1990-09-18,21.9,57912,1990,1
1990-09-19,22.4,57912,1990,1
1990-09-20,20.8,57912,1990,1
1990-09-21,21.0,57912,1990,1
1990-09-22,22.6,57912,1990,1
1990-09-23,20.3,57912,1990,1
1990-09-24,18.4,57912,1990,1
1990-09-25,19.4,57912,1990,1
1990-09-26,19.6,57912,1990,1
1990-09-27,17.0,57912,1990,1
1990-09-28,16.6,57912,1990,1
1990-09-29,16.9,57912,1990,1
1990-09-30,15.9,57912,1990,1
1990-10-01,16.2,57912,1990,1
1990-10-02,16.1,57912,1990,1
1990-10-03,16.1,57912,1990,1
1990-10-04,17.6,57912,1990,1
1990-10-05,19.2,57912,1990,1
1990-10-06,20.6,57912,1990,1
1990-10-07,19.5,57912,1990,1
1990-10-08,18.1,57912,1990,1
1990-10-09,18.3,57912,1990,1
1990-10-10,20.6,57912,1990,1
1990-10-11,16.1,57912,1990,1
1990-10-12,15.1,57912,1990,1
1990-10-13,16.1,57912,1990,1
1990-10-14,15.4,57912,1990,1
1990-10-15,17.0,57912,1990,1
1990-10-16,19.3,57912,1990,1
1990-10-17,18.2,57912,1990,1
1990-10-18,14.9,57912,1990,1
1990-10-19,17.2,57912,1990,1
1990-10-20,20.8,57912,1990,1
1990-10-21,21.7,57912,1990,1
1990-10-22,20.6,57912,1990,1
1990-10-23,17.5,57912,1990,1
1990-10-24,14.5,57912,1990,1
1990-10-25,12.4,57912,1990,1
1990-10-26,13.4,57912,1990,1
1990-10-27,12.0,57912,1990,1
1990-10-28,12.0,57912,1990,1
1990-10-29,12.4,57912,1990,1
1990-10-30,12.7,57912,1990,1
1990-10-31,14.5,57912,1990,1
1990-11-01,18.4,57912,1990,1
1990-11-02,19.9,57912,1990,1
1990-11-03,18.4,57912,1990,1
1990-11-04,18.2,57912,1990,1
1990-11-05,17.5,57912,1990,1
1990-11-06,17.1,57912,1990,1
1990-11-07,18.1,57912,1990,1
1991-06-08,22.9,57912,1991,1
1991-06-09,24.0,57912,1991,1
1991-06-10,24.3,57912,1991,1
1991-06-11,25.3,57912,1991,1
1991-06-12,24.6,57912,1991,1
1991-06-13,24.1,57912,1991,1
1991-06-14,24.4,57912,1991,1
1991-06-15,22.8,57912,1991,1
1991-06-16,21.2,57912,1991,1
1991-06-17,21.6,57912,1991,1
1991-06-18,22.9,57912,1991,1
1991-06-19,21.2,57912,1991,1
1991-06-20,22.5,57912,1991,1
1991-06-21,21.7,57912,1991,1
1991-06-22,22.2,57912,1991,1
1991-06-23,22.3,57912,1991,1
1991-06-24,21.5,57912,1991,1
1991-06-25,21.6,57912,1991,1
1991-06-26,22.4,57912,1991,1
1991-06-27,23.0,57912,1991,1
1991-06-28,24.4,57912,1991,1
1991-06-29,25.7,57912,1991,1
1991-06-30,25.2,57912,1991,1
1991-07-01,23.4,57912,1991,1
1991-07-02,23.9,57912,1991,1
1991-07-03,23.1,57912,1991,1
1991-07-04,24.2,57912,1991,1
1991-07-05,24.5,57912,1991,1
1991-07-06,22.5,57912,1991,1
1991-07-07,23.0,57912,1991,1
1991-07-08,21.1,57912,1991,1
1991-07-09,20.4,57912,1991,1
1991-07-10,20.2,57912,1991,1
1991-07-11,20.2,57912,1991,1
1991-07-12,22.8,57912,1991,1
1991-07-13,24.3,57912,1991,1
1991-07-14,22.0,57912,1991,1
1991-07-15,22.0,57912,1991,1
1991-07-16,21.2,57912,1991,1
1991-07-17,22.5,57912,1991,1
1991-07-18,22.7,57912,1991,1
1991-07-19,24.5,57912,1991,1
1991-07-20,26.2,57912,1991,1
1991-07-21,23.1,57912,1991,1
1991-07-22,22.9,57912,1991,1
1991-07-23,24.7,57912,1991,1
1991-07-24,24.6,57912,1991,1
1991-07-25,25.7,57912,1991,1
1991-07-26,24.0,57912,1991,1
1991-07-27,24.0,57912,1991,1
1991-07-28,24.2,57912,1991,1
1991-07-29,25.3,57912,1991,1
1991-07-30,25.4,57912,1991,1
1991-07-31,20.8,57912,1991,1
1991-08-01,20.3,57912,1991,1
1991-08-02,22.2,57912,1991,1
1991-08-03,23.8,57912,1991,1
1991-08-04,24.9,57912,1991,1
1991-08-05,25.0,57912,1991,1
1991-08-06,25.3,57912,1991,1
1991-08-07,25.6,57912,1991,1
1991-08-08,22.6,57912,1991,1
1991-08-09,21.9,57912,1991,1
1991-08-10,22.3,57912,1991,1
1991-08-11,22.6,57912,1991,1
1991-08-12,21.7,57912,1991,1
1991-08-13,22.0,57912,1991,1
1991-08-14,22.2,57912,1991,1
1991-08-15,22.3,57912,1991,1
1991-08-16,22.3,57912,1991,1
1991-08-17,23.3,57912,1991,1
1991-08-18,23.3,57912,1991,1
1991-08-19,23.5,57912,1991,1
1991-08-20,24.0,57912,1991,1
1991-08-21,24.6,57912,1991,1
1991-08-22,25.1,57912,1991,1
1991-08-23,22.6,57912,1991,1
1991-08-24,21.0,57912,1991,1
1991-08-25,20.6,57912,1991,1
1991-08-26,21.2,57912,1991,1
1991-08-27,22.6,57912,1991,1
1991-08-28,22.4,57912,1991,1
1991-08-29,22.5,57912,1991,1
1991-08-30,22.9,57912,1991,1
1991-08-31,24.4,57912,1991,1
1991-09-01,24.9,57912,1991,1
1991-09-02,24.4,57912,1991,1
1991-09-03,22.4,57912,1991,1
1991-09-04,23.3,57912,1991,1
1991-09-05,23.2,57912,1991,1
1991-09-06,22.5,57912,1991,1
1991-09-07,21.1,57912,1991,1
1991-09-08,20.8,57912,1991,1
1991-09-09,22.4,57912,1991,1
1991-09-10,22.5,57912,1991,1
1991-09-11,23.0,57912,1991,1
1991-09-12,19.7,57912,1991,1
1991-09-13,20.3,57912,1991,1
1991-09-14,20.0,57912,1991,1
1991-09-15,19.5,57912,1991,1
1991-09-16,19.4,57912,1991,1
1991-09-17,18.2,57912,1991,1
1991-09-18,18.7,57912,1991,1
1991-09-19,20.5,57912,1991,1
1991-09-20,20.0,57912,1991,1
1991-09-21,21.2,57912,1991,1
1991-09-22,20.3,57912,1991,1
1991-09-23,16.4,57912,1991,1
1991-09-24,16.2,57912,1991,1
1991-09-25,16.1,57912,1991,1
1991-09-26,17.3,57912,1991,1
1991-09-27,17.5,57912,1991,1
1991-09-28,18.8,57912,1991,1
1991-09-29,19.4,57912,1991,1
1991-09-30,19.8,57912,1991,1
1991-10-01,18.9,57912,1991,1
1991-10-02,20.4,57912,1991,1
1991-10-03,20.8,57912,1991,1
1991-10-04,15.7,57912,1991,1
1991-10-05,13.8,57912,1991,1
1991-10-06,14.0,57912,1991,1
1991-10-07,15.4,57912,1991,1
1991-10-08,16.4,57912,1991,1
1991-10-09,15.7,57912,1991,1
1991-10-10,15.6,57912,1991,1
1991-10-11,15.0,57912,1991,1
1991-10-12,16.4,57912,1991,1
1991-10-13,16.4,57912,1991,1
1991-10-14,16.2,57912,1991,1
1991-10-15,16.6,57912,1991,1
1991-10-16,16.8,57912,1991,1
1991-10-17,15.9,57912,1991,1
1991-10-18,15.0,57912,1991,1
1991-10-19,14.4,57912,1991,1
1991-10-20,12.3,57912,1991,1
1991-10-21,12.3,57912,1991,1
1991-10-22,12.3,57912,1991,1
1991-10-23,11.7,57912,1991,1
1991-10-24,14.2,57912,1991,1
1991-10-25,13.4,57912,1991,1
1991-10-26,15.7,57912,1991,1
1991-10-27,14.0,57912,1991,1
1991-10-28,12.0,57912,1991,1
1991-10-29,12.6,57912,1991,1
1991-10-30,14.4,57912,1991,1
1991-10-31,12.2,57912,1991,1
1991-11-01,10.2,57912,1991,1
1991-11-02,11.7,57912,1991,1
1991-11-03,11.3,57912,1991,1
1991-11-04,12.8,57912,1991,1
1991-11-05,14.3,57912,1991,1
1991-11-06,15.5,57912,1991,1
1991-11-07,13.3,57912,1991,1
1991-11-08,12.1,57912,1991,1
1991-11-09,12.4,57912,1991,1
1991-11-10,9.8,57912,1991,1
1991-11-11,9.9,57912,1991,1
1991-11-12,10.2,57912,1991,1
1991-11-13,11.0,57912,1991,1
1991-11-14,11.2,57912,1991,1
1991-11-15,8.5,57912,1991,1
1993-05-31,24.1,57912,1993,1
1993-06-01,22.6,57912,1993,1
1993-06-02,22.2,57912,1993,1
1993-06-03,23.4,57912,1993,1
1993-06-04,20.3,57912,1993,1
1993-06-05,21.1,57912,1993,1
1993-06-06,20.7,57912,1993,1
1993-06-07,20.2,57912,1993,1
1993-06-08,21.6,57912,1993,1
1993-06-09,23.2,57912,1993,1
1993-06-10,24.2,57912,1993,1
1993-06-11,24.5,57912,1993,1
1993-06-12,21.9,57912,1993,1
1993-06-13,20.2,57912,1993,1
1993-06-14,21.1,57912,1993,1
1993-06-15,23.0,57912,1993,1
1993-06-16,25.8,57912,1993,1
1993-06-17,23.5,57912,1993,1
1993-06-18,23.5,57912,1993,1
1993-06-19,22.5,57912,1993,1
1993-06-20,25.5,57912,1993,1
1993-06-21,24.9,57912,1993,1
1993-06-22,20.0,57912,1993,1
1993-06-23,21.3,57912,1993,1
1993-06-24,23.7,57912,1993,1
1993-06-25,25.2,57912,1993,1
1993-06-26,25.1,57912,1993,1
1993-06-27,26.0,57912,1993,1
1993-06-28,25.0,57912,1993,1
1993-06-29,21.3,57912,1993,1
1993-06-30,23.0,57912,1993,1
1993-07-01,23.1,57912,1993,1
1993-07-02,22.3,57912,1993,1
1993-07-03,21.9,57912,1993,1
1993-07-04,20.7,57912,1993,1
1993-07-05,20.9,57912,1993,1
1993-07-06,21.2,57912,1993,1
1993-07-07,20.2,57912,1993,1
1993-07-08,23.5,57912,1993,1
1993-07-09,24.1,57912,1993,1
1993-07-10,24.4,57912,1993,1
1993-07-11,24.7,57912,1993,1
1993-07-12,24.1,57912,1993,1
1993-07-13,24.4,57912,1993,1
1993-07-14,25.0,57912,1993,1
1993-07-15,25.6,57912,1993,1
1993-07-16,25.5,57912,1993,1
1993-07-17,25.8,57912,1993,1
1993-07-18,26.6,57912,1993,1
1993-07-19,23.2,57912,1993,1
1993-07-20,23.0,57912,1993,1
1993-07-21,22.7,57912,1993,1
1993-07-22,23.2,57912,1993,1
1993-07-23,22.6,57912,1993,1
1993-07-24,25.2,57912,1993,1
1993-07-25,25.8,57912,1993,1
1993-07-26,23.8,57912,1993,1
1993-07-27,22.9,57912,1993,1
1993-07-28,23.6,57912,1993,1
1993-07-29,25.2,57912,1993,1
1993-07-30,24.6,57912,1993,1
1993-07-31,21.7,57912,1993,1
1993-08-01,22.2,57912,1993,1
1993-08-02,23.3,57912,1993,1
1993-08-03,24.0,57912,1993,1
1993-08-04,25.0,57912,1993,1
1993-08-05,25.9,57912,1993,1
1993-08-06,24.9,57912,1993,1
1993-08-07,24.2,57912,1993,1
1993-08-08,22.6,57912,1993,1
1993-08-09,23.2,57912,1993,1
1993-08-10,24.8,57912,1993,1
1993-08-11,24.6,57912,1993,1
1993-08-12,23.0,57912,1993,1
1993-08-13,22.8,57912,1993,1
1993-08-14,23.7,57912,1993,1
1993-08-15,24.8,57912,1993,1
1993-08-16,22.4,57912,1993,1
1993-08-17,21.9,57912,1993,1
1993-08-18,22.1,57912,1993,1
1993-08-19,23.1,57912,1993,1
1993-08-20,23.3,57912,1993,1
1993-08-21,22.0,57912,1993,1
1993-08-22,21.4,57912,1993,1
1993-08-23,22.6,57912,1993,1
1993-08-24,23.4,57912,1993,1
1993-08-25,25.1,57912,1993,1
1993-08-26,23.4,57912,1993,1
1993-08-27,23.0,57912,1993,1
1993-08-28,23.3,57912,1993,1
1993-08-29,20.7,57912,1993,1
1993-08-30,19.3,57912,1993,1
1993-08-31,20.1,57912,1993,1
1993-09-01,19.8,57912,1993,1
1993-09-02,19.9,57912,1993,1
1993-09-03,18.1,57912,1993,1
1993-09-04,18.4,57912,1993,1
1993-09-05,21.7,57912,1993,1
1993-09-06,21.1,57912,1993,1
1993-09-07,21.1,57912,1993,1
1993-09-08,22.6,57912,1993,1
1993-09-09,23.0,57912,1993,1
1993-09-10,20.5,57912,1993,1
1993-09-11,20.6,57912,1993,1
1993-09-12,19.7,57912,1993,1
1993-09-13,21.6,57912,1993,1
1993-09-14,22.8,57912,1993,1
1993-09-15,23.7,57912,1993,1
1993-09-16,24.1,57912,1993,1
1993-09-17,21.2,57912,1993,1
1993-09-18,20.2,57912,1993,1
1993-09-19,20.9,57912,1993,1
1993-09-20,21.8,57912,1993,1
1993-09-21,21.7,57912,1993,1
1993-09-22,18.7,57912,1993,1
1993-09-23,20.0,57912,1993,1
1993-09-24,18.8,57912,1993,1
1993-09-25,17.8,57912,1993,1
1993-09-26,18.3,57912,1993,1
1993-09-27,20.9,57912,1993,1
1993-09-28,17.9,57912,1993,1
1993-09-29,16.6,57912,1993,1
1993-09-30,17.8,57912,1993,1
1993-10-01,13.5,57912,1993,1
1993-10-02,13.9,57912,1993,1
1993-10-03,15.8,57912,1993,1
1993-10-04,15.9,57912,1993,1
1993-10-05,15.7,57912,1993,1
1993-10-06,15.5,57912,1993,1
1993-10-07,16.8,57912,1993,1
1993-10-08,16.9,57912,1993,1
1993-10-09,19.4,57912,1993,1
1993-10-10,20.2,57912,1993,1
1993-10-11,18.4,57912,1993,1
1993-10-12,18.6,57912,1993,1
1993-10-13,17.5,57912,1993,1
1993-10-14,14.9,57912,1993,1
1993-10-15,13.6,57912,1993,1
1993-10-16,16.2,57912,1993,1
1993-10-17,13.8,57912,1993,1
1993-10-18,13.3,57912,1993,1
1993-10-19,12.7,57912,1993,1
1993-10-20,13.9,57912,1993,1
1993-10-21,13.3,57912,1993,1
1993-10-22,13.5,57912,1993,1
1993-10-23,14.0,57912,1993,1
1993-10-24,14.3,57912,1993,1
1993-10-25,13.9,57912,1993,1
1993-10-26,13.2,57912,1993,1
1993-10-27,12.4,57912,1993,1
1993-10-28,12.2,57912,1993,1
1993-10-29,13.0,57912,1993,1
1993-10-30,11.4,57912,1993,1
1993-10-31,11.9,57912,1993,1
1993-11-01,12.5,57912,1993,1
1993-11-02,11.9,57912,1993,1
1993-11-03,12.2,57912,1993,1
1993-11-04,12.9,57912,1993,1
1993-11-05,15.9,57912,1993,1
1993-11-06,18.7,57912,1993,1
1993-11-07,19.2,57912,1993,1
1990-05-27,23.4,57926,1990,1
1990-05-28,24.8,57926,1990,1
1990-05-29,22.8,57926,1990,1
1990-05-30,24.1,57926,1990,1
1990-05-31,22.0,57926,1990,1
1990-06-01,22.3,57926,1990,1
1990-06-02,23.0,57926,1990,1
1990-06-03,23.2,57926,1990,1
1990-06-04,23.5,57926,1990,1
1990-06-05,24.7,57926,1990,1
1990-06-06,27.2,57926,1990,1
1990-06-07,24.7,57926,1990,1
1990-06-08,22.9,57926,1990,1
1990-06-09,23.1,57926,1990,1
1990-06-10,24.2,57926,1990,1
1990-06-11,26.0,57926,1990,1
1990-06-12,25.4,57926,1990,1
1990-06-13,27.6,57926,1990,1
1990-06-14,27.5,57926,1990,1
1990-06-15,24.2,57926,1990,1
1990-06-16,24.1,57926,1990,1
1990-06-17,24.7,57926,1990,1
1990-06-18,26.6,57926,1990,1
1990-06-19,25.5,57926,1990,1
1990-06-20,24.7,57926,1990,1
1990-06-21,25.1,57926,1990,1
1990-06-22,25.4,57926,1990,1
1990-06-23,26.7,57926,1990,1
1990-06-24,26.8,57926,1990,1
1990-06-25,26.5,57926,1990,1
1990-06-26,24.4,57926,1990,1
1990-06-27,26.0,57926,1990,1
1990-06-28,27.4,57926,1990,1
1990-06-29,27.9,57926,1990,1
1990-06-30,26.3,57926,1990,1
1990-07-01,26.0,57926,1990,1
1990-07-02,25.9,57926,1990,1
1990-07-03,26.0,57926,1990,1
1990-07-04,27.0,57926,1990,1
1990-07-05,26.9,57926,1990,1
1990-07-06,26.0,57926,1990,1
1990-07-07,27.1,57926,1990,1
1990-07-08,27.2,57926,1990,1
1990-07-09,26.8,57926,1990,1
1990-07-10,26.8,57926,1990,1
1990-07-11,26.9,57926,1990,1
1990-07-12,27.5,57926,1990,1
1990-07-13,24.7,57926,1990,1
1990-07-14,23.8,57926,1990,1
1990-07-15,25.4,57926,1990,1
1990-07-16,26.1,57926,1990,1
1990-07-17,27.1,57926,1990,1
1990-07-18,24.9,57926,1990,1
1990-07-19,24.2,57926,1990,1
1990-07-20,25.4,57926,1990,1
1990-07-21,26.2,57926,1990,1
1990-07-22,25.8,57926,1990,1
1990-07-23,26.1,57926,1990,1
1990-07-24,26.8,57926,1990,1
1990-07-25,25.1,57926,1990,1
1990-07-26,24.9,57926,1990,1
1990-07-27,24.2,57926,1990,1
1990-07-28,26.4,57926,1990,1
1990-07-29,26.7,57926,1990,1
1990-07-30,27.2,57926,1990,1
1990-07-31,25.4,57926,1990,1
1990-08-01,25.1,57926,1990,1
1990-08-02,26.1,57926,1990,1
1990-08-03,26.7,57926,1990,1
1990-08-04,25.6,57926,1990,1
1990-08-05,25.7,57926,1990,1
1990-08-06,26.3,57926,1990,1
1990-08-07,27.4,57926,1990,1
1990-08-08,27.8,57926,1990,1
1990-08-09,27.4,57926,1990,1
1990-08-10,23.3,57926,1990,1
1990-08-11,25.6,57926,1990,1
1990-08-12,26.5,57926,1990,1
1990-08-13,26.3,57926,1990,1
1990-08-14,27.1,57926,1990,1
1990-08-15,27.3,57926,1990,1
1990-08-16,27.4,57926,1990,1
1990-08-17,28.6,57926,1990,1
1990-08-18,27.6,57926,1990,1
1990-08-19,27.1,57926,1990,1
1990-08-20,26.6,57926,1990,1
1990-08-21,27.4,57926,1990,1
1990-08-22,27.2,57926,1990,1
1990-08-23,26.3,57926,1990,1
1990-08-24,25.3,57926,1990,1
1990-08-25,26.2,57926,1990,1
1990-08-26,26.5,57926,1990,1
1990-08-27,27.9,57926,1990,1
1990-08-28,27.4,57926,1990,1
1990-08-29,28.6,57926,1990,1
1990-08-30,26.6,57926,1990,1
1990-08-31,26.8,57926,1990,1
1990-09-01,28.2,57926,1990,1
1990-09-02,26.8,57926,1990,1
1990-09-03,25.1,57926,1990,1
1990-09-04,24.2,57926,1990,1
1990-09-05,24.5,57926,1990,1
1990-09-06,26.0,57926,1990,1
1990-09-07,27.1,57926,1990,1
1990-09-08,26.9,57926,1990,1
1990-09-09,25.9,57926,1990,1
1990-09-10,26.7,57926,1990,1
1990-09-11,27.9,57926,1990,1
1990-09-12,27.8,57926,1990,1
1990-09-13,26.8,57926,1990,1
1990-09-14,24.0,57926,1990,1
1990-09-15,26.3,57926,1990,1
1990-09-16,26.6,57926,1990,1
1990-09-17,25.2,57926,1990,1
1990-09-18,24.7,57926,1990,1
1990-09-19,24.7,57926,1990,1
1990-09-20,23.8,57926,1990,1
1990-09-21,23.6,57926,1990,1
1990-09-22,24.5,57926,1990,1
1990-09-23,23.4,57926,1990,1
1990-09-24,20.6,57926,1990,1
1990-09-25,21.2,57926,1990,1
1990-09-26,22.2,57926,1990,1
1990-09-27,21.3,57926,1990,1
1990-09-28,20.1,57926,1990,1
1990-09-29,22.0,57926,1990,1
1990-09-30,19.6,57926,1990,1
1990-10-01,19.9,57926,1990,1
1990-10-02,20.5,57926,1990,1
1990-10-03,20.5,57926,1990,1
1990-10-04,21.7,57926,1990,1
1990-10-05,22.7,57926,1990,1
1990-10-06,23.9,57926,1990,1
1990-10-07,22.2,57926,1990,1
1990-10-08,22.7,57926,1990,1
1990-10-09,22.4,57926,1990,1
1990-10-10,21.8,57926,1990,1
1990-10-11,19.9,57926,1990,1
1990-10-12,18.0,57926,1990,1
1990-10-13,19.9,57926,1990,1
1990-10-14,18.4,57926,1990,1
1990-10-15,19.2,57926,1990,1
1990-10-16,20.2,57926,1990,1
1990-10-17,21.7,57926,1990,1
1990-10-18,17.8,57926,1990,1
1990-10-19,18.6,57926,1990,1
1990-10-20,19.9,57926,1990,1
1990-10-21,21.3,57926,1990,1
1990-10-22,21.5,57926,1990,1
1990-10-23,19.0,57926,1990,1
1990-10-24,18.0,57926,1990,1
1990-10-25,16.4,57926,1990,1
1990-10-26,17.3,57926,1990,1
1990-10-27,16.3,57926,1990,1
1990-10-28,13.8,57926,1990,1
1990-10-29,15.8,57926,1990,1
1990-10-30,14.6,57926,1990,1
1990-10-31,18.1,57926,1990,1
1990-11-01,21.5,57926,1990,1
1990-11-02,22.2,57926,1990,1
1990-11-03,21.8,57926,1990,1
1991-05-31,26.5,57926,1991,1
1991-06-01,28.1,57926,1991,1
1991-06-02,27.6,57926,1991,1
1991-06-03,23.0,57926,1991,1
1991-06-04,24.5,57926,1991,1
1991-06-05,26.5,57926,1991,1
1991-06-06,25.4,57926,1991,1
1991-06-07,24.2,57926,1991,1
1991-06-08,25.6,57926,1991,1
1991-06-09,24.2,57926,1991,1
1991-06-10,24.3,57926,1991,1
1991-06-11,25.9,57926,1991,1
1991-06-12,26.3,57926,1991,1
1991-06-13,25.8,57926,1991,1
1991-06-14,26.0,57926,1991,1
1991-06-15,25.6,57926,1991,1
1991-06-16,24.3,57926,1991,1
1991-06-17,24.8,57926,1991,1
1991-06-18,26.6,57926,1991,1
1991-06-19,25.3,57926,1991,1
1991-06-20,26.4,57926,1991,1
1991-06-21,24.6,57926,1991,1
1991-06-22,24.0,57926,1991,1
1991-06-23,24.7,57926,1991,1
1991-06-24,24.8,57926,1991,1
1991-06-25,25.7,57926,1991,1
1991-06-26,23.7,57926,1991,1
1991-06-27,25.1,57926,1991,1
1991-06-28,26.0,57926,1991,1
1991-06-29,26.5,57926,1991,1
1991-06-30,26.4,57926,1991,1
1991-07-01,26.1,57926,1991,1
1991-07-02,26.4,57926,1991,1
1991-07-03,25.6,57926,1991,1
1991-07-04,26.5,57926,1991,1
1991-07-05,27.7,57926,1991,1
1991-07-06,26.3,57926,1991,1
1991-07-07,25.5,57926,1991,1
1991-07-08,24.9,57926,1991,1
1991-07-09,26.2,57926,1991,1
1991-07-10,26.3,57926,1991,1
1991-07-11,26.5,57926,1991,1
1991-07-12,27.6,57926,1991,1
1991-07-13,26.3,57926,1991,1
1991-07-14,25.1,57926,1991,1
1991-07-15,24.8,57926,1991,1
1991-07-16,25.7,57926,1991,1
1991-07-17,26.6,57926,1991,1
1991-07-18,26.9,57926,1991,1
1991-07-19,27.7,57926,1991,1
1991-07-20,25.2,57926,1991,1
1991-07-21,24.0,57926,1991,1
1991-07-22,24.6,57926,1991,1
1991-07-23,26.1,57926,1991,1
1991-07-24,26.8,57926,1991,1
1991-07-25,27.4,57926,1991,1
1991-07-26,25.8,57926,1991,1
1991-07-27,26.4,57926,1991,1
1991-07-28,27.0,57926,1991,1
1991-07-29,27.8,57926,1991,1
1991-07-30,28.5,57926,1991,1
1991-07-31,25.8,57926,1991,1
1991-08-01,23.5,57926,1991,1
1991-08-02,25.1,57926,1991,1
1991-08-03,27.2,57926,1991,1
1991-08-04,27.5,57926,1991,1
1991-08-05,27.0,57926,1991,1
1991-08-06,27.2,57926,1991,1
1991-08-07,27.9,57926,1991,1
1991-08-08,26.7,57926,1991,1
1991-08-09,25.9,57926,1991,1
1991-08-10,24.5,57926,1991,1
1991-08-11,25.2,57926,1991,1
1991-08-12,24.7,57926,1991,1
1991-08-13,24.9,57926,1991,1
1991-08-14,25.2,57926,1991,1
1991-08-15,25.0,57926,1991,1
1991-08-16,26.6,57926,1991,1
1991-08-17,25.1,57926,1991,1
1991-08-18,26.1,57926,1991,1
1991-08-19,26.8,57926,1991,1
1991-08-20,26.7,57926,1991,1
1991-08-21,26.8,57926,1991,1
1991-08-22,26.9,57926,1991,1
1991-08-23,24.7,57926,1991,1
1991-08-24,24.2,57926,1991,1
1991-08-25,23.8,57926,1991,1
1991-08-26,22.7,57926,1991,1
1991-08-27,25.8,57926,1991,1
1991-08-28,25.7,57926,1991,1
1991-08-29,25.7,57926,1991,1
1991-08-30,25.8,57926,1991,1
1991-08-31,26.8,57926,1991,1
1991-09-01,27.1,57926,1991,1
1991-09-02,27.2,57926,1991,1
1991-09-03,26.5,57926,1991,1
1991-09-04,27.3,57926,1991,1
1991-09-05,27.1,57926,1991,1
1991-09-06,25.8,57926,1991,1
1991-09-07,23.3,57926,1991,1
1991-09-08,22.5,57926,1991,1
1991-09-09,23.6,57926,1991,1
1991-09-10,25.9,57926,1991,1
1991-09-11,26.2,57926,1991,1
1991-09-12,23.4,57926,1991,1
1991-09-13,23.1,57926,1991,1
1991-09-14,23.0,57926,1991,1
1991-09-15,22.9,57926,1991,1
1991-09-16,21.2,57926,1991,1
1991-09-17,20.6,57926,1991,1
1991-09-18,22.3,57926,1991,1
1991-09-19,24.1,57926,1991,1
1991-09-20,24.8,57926,1991,1
1991-09-21,25.8,57926,1991,1
1991-09-22,24.1,57926,1991,1
1991-09-23,23.9,57926,1991,1
1991-09-24,22.1,57926,1991,1
1991-09-25,20.8,57926,1991,1
