Station_ID,year,cumumlate_thermal_PSP,cumumlate_photothermal
57581,1997,1051.480576951327,13.069843898780679
57581,1998,1230.9775159308049,15.25648668666911
57590,1991,1135.9321064516166,14.008954201076042
57590,1998,1008.3597303487908,12.346839343880257
57646,1990,1075.7500577080782,13.297508566957491
57696,1990,1187.741176801436,15.846254799085099
57717,1987,789.7473971431027,9.912723760334906
57717,1988,951.2743465553436,12.056927332503873
57717,1989,906.1945560307612,11.433756310321645
57717,1991,870.397092678187,10.938438551349263
57717,1992,863.8783298683298,10.898707013581582
57717,1993,896.9262534807818,11.314608841913607
57749,1988,1198.0828287442605,14.966570974277957
57749,1989,1046.8601103807832,13.080833322708006
57749,1990,1092.8826326626743,13.607982987778266
57749,1993,1084.7990890897997,13.598378379561025
57749,1998,1031.5136350289702,12.811152882663906
57749,1999,963.2881337819239,11.987079447274759
57789,1989,876.4655856530508,11.978751961777728
57841,1990,1090.7046392557663,13.717446623137802
57841,1993,1097.6788998881914,13.817742178216793
57841,1994,986.7775797218299,12.404661588107887
57841,1995,1180.2815197804443,14.872553196736371
57841,1996,1162.9388045353264,14.67875819659765
57841,1997,1038.0225972508383,13.089445782082773
57841,1999,1006.2758936440176,12.656482043791579
57841,2004,1069.9880311272855,13.457938042245127
57841,2005,1156.552002259704,14.532906051794303
57841,2010,1111.8099211080373,14.021608613326869
57889,1988,1074.7291064248273,13.708766127620947
57889,1989,933.8104138706481,11.864982411023776
57889,1990,963.9526515492486,12.250290670623036
57889,1991,944.5851793842166,11.999540697626868
57889,1992,972.2813144327681,12.423287661792878
57889,1993,970.0609086891017,12.350229069300047
57889,1994,873.0636218692536,11.071598305026226
57889,1995,985.223447021259,12.547651985695383
57912,1988,938.1497725123917,12.097185458417027
57912,1989,885.2624142430693,11.382344938474159
57912,1990,910.5790328955125,11.689908307282634
57912,1991,787.1690930993559,10.13003471407793
57912,1993,840.7546085366919,10.718671611232091
57926,1987,1079.3419823853878,13.73638987131209
57926,1987,855.8183720246858,11.789042629426861
57926,1988,1083.077924076227,13.837349782489767
57926,1988,734.7028657755433,10.18273103983772
57926,1988,821.9924055497124,10.572257534295806
57926,1989,707.4080424384923,9.139884124558826
57926,1989,919.3563808848286,12.690793044347787
57926,1989,932.4978900911328,11.840144052122657
57926,1990,1021.7523077484622,13.003448869642959
57926,1991,979.5179359386386,12.480876686332195
57926,1992,1021.2405759885934,13.073706015342028
57926,1993,1007.5330090775224,12.86264440186296
58027,1990,1187.782994591751,13.983021700267855
58027,1991,1139.1224996632736,13.543686535031997
58027,1992,1153.2161479602316,13.652856795560051
58027,1995,1139.9300152217397,13.522644078095944
58027,1996,1195.8042109337532,14.362979750031263
58027,1997,1306.8142182464314,15.39128246409984
58141,1986,834.7702632265773,10.093753236503897
58141,1987,924.2766912615429,11.02983430134694
58141,1988,993.9748062902225,11.976591627469544
58141,1989,981.0760882797572,11.819710758241937
58141,1990,1020.865454810472,12.088793416700346
58141,1991,895.55657773174,10.7776859748012
58141,1992,992.3767638648648,11.901144655840351
58141,1993,926.5213762966551,11.188520914812221
58141,1994,1171.2470963207395,13.874782127672807
58141,1995,1155.6490522168622,13.89177580151096
58141,1996,1089.2531163841948,13.423382174995012
58146,1990,1052.5522405377133,12.28913007152554
58146,1991,879.5300034495414,10.55970547772209
58146,1992,924.835167181799,11.068100634034256
58146,1993,896.6154497872122,10.699080611437257
58215,1990,1053.4969295681697,12.694335460762572
58240,1986,931.3340761273386,11.107375330067889
58240,1987,947.9918673941007,11.287103914491906
58240,1988,1061.1065382747986,12.764476366663883
58240,1989,948.3788779487337,11.339117745181692
58240,1990,1122.7035269781186,13.315435340837691
58240,1991,939.8580447797027,11.200411943142607
58240,1992,1036.8490742307924,12.359114688097026
58240,1993,1164.1151733717816,13.91535303310327
58240,1995,1202.592239378804,14.35180438148715
58240,1996,1105.0564319053676,13.197682284380155
58240,1998,1148.0255701885005,13.53140970732177
58240,1999,1101.3073709313435,13.29466842567156
58240,2000,1215.9771712638017,14.476630263965657
58243,1986,946.5134336597941,11.449586309363632
58243,1987,1032.3525685602528,12.532943738607115
58243,1988,1094.9310743023107,13.188297824529117
58243,1989,1035.821419587142,12.600076708078984
58243,1990,1182.0588058646704,14.224318259479432
58243,1991,1026.643008508121,12.516741890192728
58243,1992,1035.5312970151674,12.579051522897126
58243,1993,979.107881753431,11.888113021019349
58243,1994,1199.059603929539,14.352427237708794
58243,1995,1042.9264426940629,12.688460417027594
58243,1996,1093.817647819813,13.561505259724674
58243,1997,1118.705010014864,13.501270831417036
58250,1986,1029.2771866611197,12.47652712716354
58250,1987,978.785660419651,11.849166085334103
58250,1988,999.6077459658969,12.061517808169098
58250,1989,949.2749776224354,11.531286184179315
58250,1990,1063.1343272172487,12.809838252665541
58250,1991,957.132960967918,11.639825335818328
58250,1992,962.8373453026303,11.723104513424127
58311,1989,1114.3752355673573,13.427671876175268
58311,1990,1245.9054144583388,14.855699993998718
58311,1991,1105.673264149252,13.241646569391156
58311,1994,1152.5796845880175,13.731397011557414
58311,1995,1132.8256531379484,13.650127618729872
58311,1996,1089.692765791066,13.23157825636229
58311,1997,1106.5048642486527,13.203800488349119
58311,1998,1215.2525362251733,14.517197960556523
58311,1999,1068.648475767701,12.86970423388378
58311,2000,1217.399332333983,14.5617510836302
58311,2001,1270.0538234578473,15.24890719600697
58311,2004,1100.2835375479144,13.124521152556879
58448,1991,1172.8233866682117,14.681318891757053
58448,1994,1316.1932751930756,16.4587968950197
58448,1996,961.5323890873142,12.324855682806309
58529,1995,839.1883996515187,11.492797894960288
58824,1984,658.4697031016838,8.366156412377324
58824,1984,771.8630524474189,10.747915197912052
58824,1985,942.0804578596179,12.88452653571536
58824,1985,647.6050691323024,8.360588779680032
58824,1986,1017.2720282246905,13.947441219417485
58824,1986,636.1968391623891,8.189109160424852
58824,1987,793.2765139042031,10.231131900052002
58824,1987,883.5238152426292,12.141846121305008
58824,1988,916.6152493980142,12.639107856978693
58824,1988,830.6178767602079,10.582435687449129
58824,1989,897.1455238895611,12.299692349488764
58824,1989,722.7225562878355,9.3056875223576
58836,1985,974.3574096041261,13.440084130142893
58836,1986,1187.354975918959,16.058434994028143
58836,1987,1133.5385204214774,15.496886760635677
58836,1990,953.1564448877383,13.039949723966663
58836,1991,1067.358043257855,14.663032156986677
59205,1986,984.2790727207714,12.77045928979554
59205,1987,1133.6189661793903,14.84557456558043
59205,1988,1063.2172826441088,13.745178856178082
59205,1989,953.7979101662424,12.295414541273555
59205,1990,833.7732159489676,10.72840815130828
59205,1991,838.2805351049858,11.050696230125874
59205,1992,938.2095852499303,12.14597973430734
59313,1986,1033.518241933813,14.780627524998295
59313,1986,685.5028746784757,9.071395461417234
59313,1987,693.3816672730494,9.30412370770317
59313,1987,1000.337714676968,14.268574146063491
59313,1988,891.2793797988982,11.7373185494046
59313,1989,876.7234183329235,11.599789609805786
59313,1989,969.7213810052243,13.964432509580133
59313,1990,884.9712054919771,11.664084943929291
59313,1990,899.4590270365866,12.976775420709759
59313,1993,771.8895722157177,10.24733674402244
59313,1993,948.6395559961655,13.676705977926256
59757,1985,1108.8490262560892,14.931523453739821
59757,1986,934.5744026474794,12.995671904428612
59757,1987,1038.5650984500874,14.485050523411074
59757,1988,953.4617808194994,12.962456282225348
59757,1990,923.56832493475,12.970714428823676
59757,1991,907.3324761103981,12.842731384189372
59849,1987,1027.3585144566243,14.52452333008287
59849,1988,1009.0172587320862,14.205634549692427
59849,1989,1127.7059135890768,15.571241333735957
59849,1990,984.9612810137088,13.892601211266559
59849,1991,1105.209129732763,15.316982204278052
59849,1992,937.9088174371186,13.255062598184306
