Station_ID,year,cumumlate_thermal_RGP
58240,1998,741.4761904747061
58240,1999,542.110338901908
58240,2000,588.3422089627713
58243,1986,574.4702018338478
58243,1987,520.783544475345
58243,1988,537.8612422285311
58243,1989,525.170473085813
58243,1990,579.8469960314276
58243,1991,521.8148929422133
58243,1992,530.2643726927122
58243,1993,504.4346994016814
58243,1994,633.2538577141618
58243,1995,561.9285411223583
58243,1996,480.1146075155464
58243,1997,544.0850539474311
58250,1986,494.32190810818076
58250,1987,519.2398263928224
58250,1988,507.81318643925164
58250,1989,505.7577586458992
58250,1990,604.2713031863074
58250,1991,508.6521021844242
58250,1992,531.2892688734486
58311,1989,451.23649062538465
58311,1990,591.1058766016081
58311,1991,577.6771722103641
58311,1994,707.7793616026934
58311,1995,654.9352403333461
58311,1996,438.60739552222185
58311,1997,664.5335528429612
58311,1998,629.9139907223099
58311,1999,608.1707908608809
58311,2000,627.2252137091954
58311,2001,471.4388447257487
58311,2004,631.887797863339
58448,1991,479.38502700424254
58448,1994,580.6997438174556
58448,1996,526.8505877646184
58529,1995,302.00809593371673
58824,1984,417.5214884568685
58824,1984,254.65457261347922
58824,1985,305.05538389580676
58824,1985,458.19276833561423
58824,1986,248.677424428556
58824,1986,535.9315078844742
58824,1987,482.54916127058107
58824,1987,270.4150888181944
58824,1988,238.52116880516147
58824,1988,442.9959271762557
58824,1989,333.0661454451936
58824,1989,502.9340019368284
58836,1985,376.2163509966616
58836,1986,304.0071771361075
58836,1987,338.1724347235626
58836,1990,333.5542276056947
58836,1991,256.6940629740348
59205,1986,406.4064747900806
59205,1987,507.30442993049144
59205,1988,375.8344740458172
59205,1989,448.22228213236815
59205,1990,558.7700435968055
59205,1991,392.8408179552834
59205,1992,390.70111936586875
59313,1986,383.4131780813187
59313,1986,605.8447197848672
59313,1987,585.0670546041837
59313,1987,493.2466595749371
59313,1988,624.4347646159653
59313,1989,528.0761589424724
59313,1989,394.1265805718952
59313,1990,526.5171726141385
59313,1990,448.2144737008227
59313,1993,600.1926719176145
59313,1993,449.7052137156722
59757,1985,529.4348764359357
59757,1986,549.0749611712338
59757,1987,618.95317820314
59757,1988,584.9375457850068
59757,1990,607.3955813729591
59757,1991,570.9175615322675
59849,1987,503.81533321253204
59849,1988,462.11068742199546
59849,1989,476.85233006377325
59849,1990,499.93914191745404
59849,1991,471.483179112308
59849,1992,419.165033951993
